q[nm-1] time=2017-08-25T18:23:53.458387+0200|I_title=NSH2_FT|||elev=4.14414e-06sah=-85sav=-1.49997|sav=-1.49997|dis=2.99977|T1=3276.7-time=2017-08-25T16:04:56.211499+0200|I_title=wat_FT_3|||elev=4.14414e-06sah=-85sav=-1.49997|sav=-1.49997|dis=2.99977|T1=3276.7 
1.6011700000e+00 3.9761900000e-03 9.0833931944e-05 
1.6048900000e+00 3.8343700000e-03 9.0296138511e-05 
1.6086100000e+00 3.8070600000e-03 9.0141569396e-05 
1.6123200000e+00 3.8357000000e-03 9.0205981150e-05 
1.6160400000e+00 3.9424600000e-03 9.0468726296e-05 
1.6197600000e+00 3.9168600000e-03 9.0074842965e-05 
1.6234800000e+00 3.7616000000e-03 8.9362645193e-05 
1.6272000000e+00 3.8427000000e-03 8.9659119182e-05 
1.6309200000e+00 3.9451200000e-03 8.9962385380e-05 
1.6346400000e+00 3.9924800000e-03 9.0011288348e-05 
1.6383600000e+00 3.8832500000e-03 8.9662015286e-05 
1.6420800000e+00 3.8472300000e-03 9.1380609042e-05 
1.6458000000e+00 3.9576700000e-03 9.0692928052e-05 
1.6495200000e+00 4.0129900000e-03 9.1362849283e-05 
1.6532400000e+00 3.9804100000e-03 9.1544107374e-05 
1.6569600000e+00 3.9231800000e-03 9.1397152065e-05 
1.6606800000e+00 3.9533600000e-03 9.1377134117e-05 
1.6643900000e+00 3.9627000000e-03 9.1353698535e-05 
1.6681100000e+00 3.7692400000e-03 9.2166812960e-05 
1.6718300000e+00 3.6689800000e-03 9.2222019421e-05 
1.6755500000e+00 3.7163500000e-03 9.2467191472e-05 
1.6792700000e+00 3.7193800000e-03 9.3718918410e-05 
1.6829900000e+00 3.9490600000e-03 9.5531895342e-05 
1.6867100000e+00 3.9969400000e-03 9.5408312662e-05 
1.6904300000e+00 3.9637100000e-03 9.5220165885e-05 
1.6941500000e+00 3.8861000000e-03 9.4938011096e-05 
1.6978700000e+00 3.8537400000e-03 9.6737994211e-05 
1.7015900000e+00 3.9125400000e-03 9.6803678625e-05 
1.7053100000e+00 3.8401300000e-03 9.5380058664e-05 
1.7090300000e+00 3.7171200000e-03 9.5118252570e-05 
1.7127500000e+00 3.8422800000e-03 9.8820908956e-05 
1.7164700000e+00 3.8636900000e-03 9.8522506315e-05 
1.7201800000e+00 3.8088300000e-03 9.6263154572e-05 
1.7239000000e+00 3.6967000000e-03 9.5776460832e-05 
1.7276200000e+00 3.6880400000e-03 9.5742915960e-05 
1.7313400000e+00 3.7409600000e-03 9.6842933994e-05 
1.7350600000e+00 3.8504300000e-03 9.7469638998e-05 
1.7387800000e+00 3.9681100000e-03 9.7160512227e-05 
1.7425000000e+00 3.9420800000e-03 1.0108528010e-04 
1.7462200000e+00 3.8902600000e-03 1.0036601957e-04 
1.7499400000e+00 3.7979900000e-03 9.7154144909e-05 
1.7536600000e+00 3.8482400000e-03 9.9711192281e-05 
1.7573800000e+00 3.7457200000e-03 9.9065007061e-05 
1.7611000000e+00 3.6091700000e-03 9.7064147956e-05 
1.7648200000e+00 3.6315300000e-03 9.7958887751e-05 
1.7685400000e+00 3.8053200000e-03 9.8263995265e-05 
1.7722600000e+00 3.8423400000e-03 9.8682718256e-05 
1.7759700000e+00 3.8430300000e-03 9.8797197299e-05 
1.7796900000e+00 3.8514500000e-03 9.8309763300e-05 
1.7834100000e+00 3.8847300000e-03 9.8718725074e-05 
1.7871300000e+00 3.8910600000e-03 9.8907513102e-05 
1.7908500000e+00 3.8757000000e-03 9.9042307375e-05 
1.7945700000e+00 3.8263800000e-03 9.9350862218e-05 
1.7982900000e+00 3.9358300000e-03 9.9063896928e-05 
1.8020100000e+00 3.9087200000e-03 9.8842004297e-05 
1.8057300000e+00 3.7643200000e-03 1.0011560327e-04 
1.8094500000e+00 3.9019300000e-03 1.0118214637e-04 
1.8131700000e+00 3.8660900000e-03 9.9353275816e-05 
1.8168900000e+00 3.6849200000e-03 9.8580917822e-05 
1.8206100000e+00 3.6528700000e-03 1.0064774172e-04 
1.8243300000e+00 3.7644700000e-03 1.0221256470e-04 
1.8280400000e+00 3.7692700000e-03 1.0134756647e-04 
1.8317600000e+00 3.7931700000e-03 9.9423596527e-05 
1.8354800000e+00 3.9040600000e-03 1.0064449761e-04 
1.8392000000e+00 3.7456600000e-03 1.0002404388e-04 
1.8429200000e+00 3.4726200000e-03 1.0024144108e-04 
1.8466400000e+00 3.5570400000e-03 9.8654949996e-05 
1.8503600000e+00 3.6882100000e-03 9.9630098189e-05 
1.8540800000e+00 3.7344400000e-03 1.0539773980e-04 
1.8578000000e+00 3.6053700000e-03 1.1093320664e-04 
1.8615200000e+00 3.4194000000e-03 1.0074964031e-04 
1.8652400000e+00 3.5635000000e-03 1.0248599809e-04 
1.8689600000e+00 3.7612900000e-03 1.0594216972e-04 
1.8726800000e+00 3.8440000000e-03 1.0497164791e-04 
1.8764000000e+00 3.7524700000e-03 1.0726729683e-04 
1.8801200000e+00 3.6932200000e-03 1.0496284715e-04 
1.8838300000e+00 3.6913700000e-03 1.0872234753e-04 
1.8875500000e+00 3.8134000000e-03 1.1435039766e-04 
1.8912700000e+00 3.6760700000e-03 1.1346724590e-04 
1.8949900000e+00 3.4788900000e-03 1.0956443499e-04 
1.8987100000e+00 3.6104600000e-03 1.0803284238e-04 
1.9024300000e+00 3.6429000000e-03 1.0996907387e-04 
1.9061500000e+00 3.5626000000e-03 1.1074424047e-04 
1.9098700000e+00 3.7605800000e-03 1.1415956820e-04 
1.9135900000e+00 3.5893500000e-03 1.1363606741e-04 
1.9173100000e+00 3.4781600000e-03 1.1279760041e-04 
1.9210300000e+00 3.5733700000e-03 1.1617216462e-04 
1.9247500000e+00 3.5725000000e-03 1.1484704101e-04 
1.9284700000e+00 3.6252800000e-03 1.2444130726e-04 
1.9321900000e+00 3.6569800000e-03 1.2094591734e-04 
1.9359100000e+00 3.5359600000e-03 1.1668406297e-04 
1.9396200000e+00 3.4932300000e-03 1.1767929062e-04 
1.9433400000e+00 3.5426900000e-03 1.2037504986e-04 
1.9470600000e+00 3.4451000000e-03 1.2089417296e-04 
1.9507800000e+00 3.5302200000e-03 1.2586099353e-04 
1.9545000000e+00 3.4646800000e-03 1.2274024019e-04 
1.9582200000e+00 3.4677500000e-03 1.2234631340e-04 
1.9619400000e+00 3.5311900000e-03 1.2348747836e-04 
1.9656600000e+00 3.5377400000e-03 1.2216005895e-04 
1.9693800000e+00 3.5111800000e-03 1.2774677105e-04 
1.9731000000e+00 3.5032400000e-03 1.2989588929e-04 
1.9768200000e+00 3.6825300000e-03 1.2706110265e-04 
1.9805400000e+00 3.7102100000e-03 1.2666492301e-04 
1.9842600000e+00 3.4039900000e-03 1.3063842277e-04 
1.9879800000e+00 3.4176200000e-03 1.3147976596e-04 
1.9916900000e+00 3.6191800000e-03 1.2761757765e-04 
1.9954100000e+00 3.5582100000e-03 1.2898974703e-04 
1.9991300000e+00 3.4877900000e-03 1.2886127778e-04 
2.0028500000e+00 3.7022000000e-03 1.3411413976e-04 
2.0065700000e+00 3.6538400000e-03 1.3126041411e-04 
2.0102900000e+00 3.4862700000e-03 1.3242771203e-04 
2.0140100000e+00 3.4142800000e-03 1.3708345975e-04 
2.0177300000e+00 3.5278000000e-03 1.3710347080e-04 
2.0214500000e+00 3.5343100000e-03 1.3621847912e-04 
2.0251700000e+00 3.5404600000e-03 1.3817530978e-04 
2.0288900000e+00 3.3786300000e-03 1.3455414285e-04 
2.0326100000e+00 3.4124400000e-03 1.3762774699e-04 
2.0363300000e+00 3.4639800000e-03 1.3677329644e-04 
2.0400500000e+00 3.4559000000e-03 1.4107015773e-04 
2.0437700000e+00 3.3764500000e-03 1.4628505293e-04 
2.0474800000e+00 3.3961700000e-03 1.4436678194e-04 
2.0512000000e+00 3.2736200000e-03 1.3770356535e-04 
2.0549200000e+00 3.3716400000e-03 1.4312265528e-04 
2.0586400000e+00 3.3637000000e-03 1.5053861361e-04 
2.0623600000e+00 3.3091000000e-03 1.4449462283e-04 
2.0660800000e+00 3.3292500000e-03 1.3929441394e-04 
2.0698000000e+00 3.3761800000e-03 1.4327655944e-04 
2.0735200000e+00 3.4499300000e-03 1.4593678740e-04 
2.0772400000e+00 3.2567000000e-03 1.5422952340e-04 
2.0809600000e+00 3.2709300000e-03 1.5321346350e-04 
2.0846800000e+00 3.2091900000e-03 1.4965750754e-04 
2.0884000000e+00 3.2490600000e-03 1.4823983670e-04 
2.0921200000e+00 3.3378800000e-03 1.5303753587e-04 
2.0958400000e+00 3.2709300000e-03 1.4836484941e-04 
2.0995600000e+00 3.4229000000e-03 1.5161082608e-04 
2.1032700000e+00 3.4895800000e-03 1.5546395334e-04 
2.1069900000e+00 3.4688000000e-03 1.5519644240e-04 
2.1107100000e+00 3.5010700000e-03 1.6080022564e-04 
2.1144300000e+00 3.4489100000e-03 1.6215908427e-04 
2.1181500000e+00 3.3910300000e-03 1.5944277471e-04 
2.1218700000e+00 3.3311200000e-03 1.6739195654e-04 
2.1255900000e+00 3.2584300000e-03 1.5489911527e-04 
2.1293100000e+00 3.3048800000e-03 1.5474734947e-04 
2.1330300000e+00 3.2873200000e-03 1.5992427490e-04 
2.1367500000e+00 3.1229300000e-03 1.7690015707e-04 
2.1404700000e+00 3.4246600000e-03 1.7873357028e-04 
2.1441900000e+00 3.4655700000e-03 1.6283431707e-04 
2.1479100000e+00 3.5882900000e-03 1.7648099580e-04 
2.1516300000e+00 3.5240300000e-03 1.5969987512e-04 
2.1553400000e+00 3.4003100000e-03 1.6313352679e-04 
2.1590600000e+00 3.1402400000e-03 1.7279203525e-04 
2.1627800000e+00 3.1547000000e-03 1.8042974243e-04 
2.1665000000e+00 3.2559900000e-03 1.8251997195e-04 
2.1702200000e+00 3.0710400000e-03 1.7068884243e-04 
2.1739400000e+00 2.7776800000e-03 1.8835692246e-04 
2.1776600000e+00 3.0404300000e-03 1.7444910679e-04 
2.1813800000e+00 3.2830800000e-03 1.7464319081e-04 
2.1851000000e+00 3.4811800000e-03 1.8820425535e-04 
2.1888200000e+00 3.5187600000e-03 1.8969412245e-04 
2.1925400000e+00 3.1044800000e-03 1.7113596138e-04 
2.1962600000e+00 3.1840000000e-03 1.7657698238e-04 
2.1999800000e+00 3.1869200000e-03 1.8981834444e-04 
2.2037000000e+00 3.0575000000e-03 1.8638751902e-04 
2.2074200000e+00 3.0859000000e-03 2.2704542501e-04 
2.2111300000e+00 3.1921900000e-03 2.1029507920e-04 
2.2148500000e+00 3.2178600000e-03 1.7699645987e-04 
2.2185700000e+00 3.2149700000e-03 1.7851431953e-04 
2.2222900000e+00 3.1835600000e-03 1.8110199350e-04 
2.2260100000e+00 2.8377900000e-03 1.8404573756e-04 
2.2297300000e+00 2.6590800000e-03 2.0303478570e-04 
2.2334500000e+00 2.8632100000e-03 2.2624280402e-04 
2.2371700000e+00 2.8688000000e-03 2.2344720515e-04 
2.2408900000e+00 3.1085200000e-03 2.1809735656e-04 
2.2446100000e+00 3.0483600000e-03 2.0296996372e-04 
2.2483300000e+00 2.9946400000e-03 1.8968824424e-04 
2.2520500000e+00 2.9000800000e-03 1.9510184815e-04 
2.2557700000e+00 2.9316800000e-03 2.1631698167e-04 
2.2594900000e+00 3.2322100000e-03 2.5552358941e-04 
2.2632100000e+00 2.8995200000e-03 2.1767860801e-04 
2.2669200000e+00 2.5229600000e-03 2.3138624384e-04 
2.2706400000e+00 2.6277900000e-03 2.0736406648e-04 
2.2743600000e+00 2.7846100000e-03 2.2145078782e-04 
2.2780800000e+00 3.0474400000e-03 2.4031901881e-04 
2.2818000000e+00 3.0077200000e-03 2.3268129145e-04 
2.2855200000e+00 3.0096600000e-03 2.3927103921e-04 
2.2892400000e+00 3.0260100000e-03 2.7304767119e-04 
2.2929600000e+00 3.0325300000e-03 2.4301653530e-04 
2.2966800000e+00 2.8346100000e-03 2.1580186490e-04 
2.3004000000e+00 2.7320100000e-03 2.1980934796e-04 
2.3041200000e+00 2.8257500000e-03 2.2567421074e-04 
2.3078400000e+00 2.9637800000e-03 2.4939735581e-04 
2.3115600000e+00 3.1195900000e-03 2.5931284434e-04 
2.3152800000e+00 2.9558400000e-03 2.8004754927e-04 
2.3189900000e+00 2.5669000000e-03 2.8380995869e-04 
2.3227100000e+00 2.8602400000e-03 2.6029798821e-04 
2.3264300000e+00 2.7070300000e-03 2.2986838804e-04 
2.3301500000e+00 2.6279200000e-03 2.3345276305e-04 
2.3338700000e+00 2.4645000000e-03 2.4154371789e-04 
2.3375900000e+00 2.7584100000e-03 2.6644715756e-04 
2.3413100000e+00 2.9121900000e-03 2.7651521616e-04 
2.3450300000e+00 2.5619500000e-03 2.5351352315e-04 
2.3487500000e+00 2.6621700000e-03 2.9122584118e-04 
2.3524700000e+00 2.9663000000e-03 2.9330581573e-04 
2.3561900000e+00 3.2055100000e-03 2.6944681235e-04 
2.3599100000e+00 2.9563300000e-03 2.8363751389e-04 
2.3636300000e+00 2.8376500000e-03 2.6409516055e-04 
2.3673500000e+00 2.4586000000e-03 2.9484049827e-04 
2.3710700000e+00 2.2628500000e-03 2.7589214469e-04 
2.3747800000e+00 1.9849900000e-03 2.6244420478e-04 
2.3785000000e+00 2.2910000000e-03 2.8259274735e-04 
2.3822200000e+00 2.3397500000e-03 3.2150235094e-04 
2.3859400000e+00 2.5128300000e-03 3.0935133371e-04 
2.3896600000e+00 2.2835000000e-03 2.9251321673e-04 
2.3933800000e+00 2.3794400000e-03 3.0957654903e-04 
2.3971000000e+00 2.4276000000e-03 3.6827793910e-04 
2.4008200000e+00 2.5074200000e-03 3.9022848238e-04 
2.4045400000e+00 2.5458100000e-03 3.9774599691e-04 
2.4082600000e+00 2.8826400000e-03 3.3994087602e-04 
2.4119800000e+00 2.5134200000e-03 3.6935452243e-04 
2.4157000000e+00 3.1038300000e-03 4.8402591524e-04 
2.4194200000e+00 2.7399100000e-03 4.3789137000e-04 
2.4231400000e+00 2.2624100000e-03 5.7960928680e-04 
2.4268600000e+00 2.3348000000e-03 4.0584619807e-04 
2.4305700000e+00 2.7087200000e-03 4.2499781636e-04 
2.4342900000e+00 2.3073400000e-03 4.3824575256e-04 
2.4380100000e+00 3.0921200000e-03 6.2337961646e-04 
2.4417300000e+00 2.7193800000e-03 4.1606160639e-04 
2.4454500000e+00 2.6108500000e-03 4.2904740935e-04 
2.4491700000e+00 2.1184000000e-03 4.3566267436e-04 
2.4528900000e+00 1.9131000000e-03 4.7215800278e-04 
2.4566100000e+00 1.7700800000e-03 5.6100796490e-04 
2.4603300000e+00 2.2494300000e-03 4.4081823776e-04 
2.4640500000e+00 2.5730200000e-03 4.6167500651e-04 
2.4677700000e+00 2.0871300000e-03 4.6892030901e-04 
2.4714900000e+00 1.5405400000e-03 4.8410818223e-04 
2.4752100000e+00 2.1328100000e-03 4.4431738000e-04 
2.4789300000e+00 2.8257800000e-03 4.6719967180e-04 
2.4826500000e+00 3.1087700000e-03 4.8558540402e-04 
2.4863600000e+00 3.0619400000e-03 4.9681751117e-04 
2.4900800000e+00 2.2994600000e-03 5.0464776299e-04 
2.4938000000e+00 2.0319900000e-03 6.0367352761e-04 
2.4975200000e+00 2.2242200000e-03 4.8386627910e-04 
2.5012400000e+00 2.6160800000e-03 5.3141250344e-04 
2.5049600000e+00 2.4956600000e-03 5.6265305627e-04 
2.5086800000e+00 1.9881600000e-03 6.6156239721e-04 
2.5124000000e+00 1.5016900000e-03 4.7872630733e-04 
2.5161200000e+00 1.6490500000e-03 4.9133929493e-04 
2.5198400000e+00 2.0163400000e-03 5.0733139391e-04 
2.5235600000e+00 2.1421300000e-03 5.4026017061e-04 
2.5272800000e+00 2.7783500000e-03 6.0232826367e-04 
2.5310000000e+00 3.1906900000e-03 7.4049962141e-04 
2.5347200000e+00 4.2328300000e-03 1.1533545955e-03 
2.5384300000e+00 1.4527100000e-03 9.9455228592e-04 
2.5421500000e+00 2.7220900000e-03 8.8713001790e-04 
2.5458700000e+00 2.0790700000e-03 1.0778758613e-03 
2.5495900000e+00 -1.8822000000e-04 1.5518162777e-03 
2.5533100000e+00 -1.8006000000e-04 2.4394146314e-03 
