
SAXS BOX                                                                        
     619         0         0         0         0         0         0         0 
  0.000000E+00   3.068000E+02   0.000000E+00   1.000000E+00   1.542000E-01
  2.500000E+01   1.062232E+00   0.000000E+00   0.000000E+00   0.000000E+00 
 3.7679736E-02  4.7446651E+01 0 
 3.9962273E-02  4.2399952E+01 0 
 4.2244811E-02  3.6606121E+01 0 
 4.4527344E-02  3.2241951E+01 0 
 4.6809882E-02  2.8271030E+01 0 
 4.9092419E-02  2.5384108E+01 0 
 5.1374957E-02  2.2335413E+01 0 
 5.3657494E-02  2.0100262E+01 0 
 5.5940032E-02  1.8167578E+01 0 
 5.8222570E-02  1.6618492E+01 0 
 6.0505107E-02  1.5379637E+01 0 
 6.2787645E-02  1.4429399E+01 0 
 6.5070182E-02  1.3339735E+01 0 
 6.7352720E-02  1.2383981E+01 0 
 6.9635257E-02  1.1564075E+01 0 
 7.1917787E-02  1.0971451E+01 0 
 7.4200332E-02  1.0413614E+01 0 
 7.6482862E-02  9.8968620E+00 0 
 7.8765407E-02  9.5711079E+00 0 
 8.1047937E-02  8.9675989E+00 0 
 8.3330475E-02  8.6300402E+00 0 
 8.5613012E-02  8.2645168E+00 0 
 8.7895550E-02  7.9367461E+00 0 
 9.0178087E-02  7.6778646E+00 0 
 9.2460625E-02  7.6700611E+00 0 
 9.4743162E-02  7.3768210E+00 0 
 9.7025700E-02  7.1822510E+00 0 
 9.9308237E-02  7.0630713E+00 0 
 1.0159077E-01  6.9794583E+00 0 
 1.0387331E-01  6.7258649E+00 0 
 1.0615585E-01  6.6489010E+00 0 
 1.0843839E-01  6.5699949E+00 0 
 1.1072092E-01  6.3531013E+00 0 
 1.1300346E-01  6.3449101E+00 0 
 1.1528599E-01  6.2356339E+00 0 
 1.1756853E-01  6.1882920E+00 0 
 1.1985107E-01  6.2069893E+00 0 
 1.2213361E-01  6.1722779E+00 0 
 1.2441614E-01  6.0937886E+00 0 
 1.2669867E-01  6.1011868E+00 0 
 1.2898122E-01  6.1038847E+00 0 
 1.3126376E-01  6.0838761E+00 0 
 1.3354629E-01  6.0783715E+00 0 
 1.3582882E-01  6.1084895E+00 0 
 1.3811137E-01  6.0899663E+00 0 
 1.4039391E-01  6.1936822E+00 0 
 1.4267644E-01  6.1914406E+00 0 
 1.4495897E-01  6.2890940E+00 0 
 1.4724150E-01  6.3570952E+00 0 
 1.4952405E-01  6.2753620E+00 0 
 1.5180659E-01  6.4204602E+00 0 
 1.5408912E-01  6.3995233E+00 0 
 1.5637165E-01  6.3416853E+00 0 
 1.5865420E-01  6.3796182E+00 0 
 1.6093674E-01  6.4540668E+00 0 
 1.6321927E-01  6.3855667E+00 0 
 1.6550180E-01  6.3813839E+00 0 
 1.6778435E-01  6.4835644E+00 0 
 1.7006688E-01  6.4483366E+00 0 
 1.7234942E-01  6.4652491E+00 0 
 1.7463195E-01  6.4486680E+00 0 
 1.7691450E-01  6.3294802E+00 0 
 1.7919703E-01  6.3371358E+00 0 
 1.8147957E-01  6.3452673E+00 0 
 1.8376210E-01  6.1327510E+00 0 
 1.8604465E-01  5.9790435E+00 0 
 1.8832718E-01  5.9764585E+00 0 
 1.9060972E-01  5.8076906E+00 0 
 1.9289225E-01  5.6840901E+00 0 
 1.9517480E-01  5.6185584E+00 0 
 1.9745733E-01  5.3773441E+00 0 
 1.9973987E-01  5.2028804E+00 0 
 2.0202240E-01  5.0507894E+00 0 
 2.0430493E-01  4.9158945E+00 0 
 2.0658748E-01  4.6290231E+00 0 
 2.0887001E-01  4.4839039E+00 0 
 2.1115255E-01  4.2806787E+00 0 
 2.1343508E-01  4.0810318E+00 0 
 2.1571763E-01  3.8427315E+00 0 
 2.1800016E-01  3.6330943E+00 0 
 2.2028270E-01  3.4517481E+00 0 
 2.2256523E-01  3.3235888E+00 0 
 2.2484778E-01  3.1450441E+00 0 
 2.2713031E-01  2.9845233E+00 0 
 2.2941285E-01  2.8569024E+00 0 
 2.3169538E-01  2.7139201E+00 0 
 2.3397793E-01  2.5474770E+00 0 
 2.3626046E-01  2.4304569E+00 0 
 2.3854299E-01  2.3323250E+00 0 
 2.4082553E-01  2.2234561E+00 0 
 2.4310806E-01  2.0836926E+00 0 
 2.4539061E-01  1.9917649E+00 0 
 2.4767314E-01  1.8717151E+00 0 
 2.4995568E-01  1.8319763E+00 0 
 2.5223821E-01  1.7559385E+00 0 
 2.5452077E-01  1.7090712E+00 0 
 2.5680327E-01  1.5979606E+00 0 
 2.5908583E-01  1.6282568E+00 0 
 2.6136836E-01  1.5354040E+00 0 
 2.6365089E-01  1.4857045E+00 0 
 2.6593345E-01  1.4609356E+00 0 
 2.6821598E-01  1.3796151E+00 0 
 2.7049851E-01  1.3629932E+00 0 
 2.7278107E-01  1.3711401E+00 0 
 2.7506357E-01  1.3160063E+00 0 
 2.7734613E-01  1.2551436E+00 0 
 2.7962866E-01  1.2698805E+00 0 
 2.8191119E-01  1.2573854E+00 0 
 2.8419375E-01  1.2050750E+00 0 
 2.8647625E-01  1.1868802E+00 0 
 2.8875881E-01  1.1607112E+00 0 
 2.9104137E-01  1.1375855E+00 0 
 2.9332387E-01  1.1359559E+00 0 
 2.9560643E-01  1.1358166E+00 0 
 2.9788893E-01  1.1182930E+00 0 
 3.0017149E-01  1.1084017E+00 0 
 3.0245405E-01  1.0917374E+00 0 
 3.0473655E-01  1.1190476E+00 0 
 3.0701911E-01  1.1111068E+00 0 
 3.0930167E-01  1.1064805E+00 0 
 3.1158417E-01  1.0760232E+00 0 
 3.1386673E-01  1.0809649E+00 0 
 3.1614923E-01  1.0749481E+00 0 
 3.1843179E-01  1.0830103E+00 0 
 3.2071435E-01  1.0605922E+00 0 
 3.2299685E-01  1.0533932E+00 0 
 3.2527941E-01  1.0573493E+00 0 
 3.2756191E-01  1.0651670E+00 0 
 3.2984447E-01  1.0698398E+00 0 
 3.3212703E-01  1.0562141E+00 0 
 3.3440953E-01  1.0433697E+00 0 
 3.3669209E-01  1.0713308E+00 0 
 3.3897465E-01  1.0501020E+00 0 
 3.4125715E-01  1.0611122E+00 0 
 3.4353971E-01  1.0824200E+00 0 
 3.4582222E-01  1.0533440E+00 0 
 3.4810477E-01  1.0565258E+00 0 
 3.5038733E-01  1.0542852E+00 0 
 3.5266984E-01  1.0349504E+00 0 
 3.5495239E-01  1.0486928E+00 0 
 3.5723490E-01  1.0483278E+00 0 
 3.5951746E-01  1.0425671E+00 0 
 3.6180001E-01  9.9985725E-01 0 
 3.6408252E-01  1.0134454E+00 0 
 3.6636508E-01  9.9820590E-01 0 
 3.6864763E-01  9.9943048E-01 0 
 3.7093014E-01  1.0072323E+00 0 
 3.7321270E-01  1.0086837E+00 0 
 3.7549520E-01  9.8213887E-01 0 
 3.7777776E-01  9.6772653E-01 0 
 3.8006032E-01  9.5726800E-01 0 
 3.8234282E-01  9.5728987E-01 0 
 3.8462538E-01  9.4836396E-01 0 
 3.8690788E-01  9.3486989E-01 0 
 3.8919044E-01  9.2835611E-01 0 
 3.9147300E-01  9.2407393E-01 0 
 3.9375550E-01  8.9993328E-01 0 
 3.9603806E-01  9.0101802E-01 0 
 3.9832062E-01  8.7470526E-01 0 
 4.0060312E-01  8.6160612E-01 0 
 4.0288568E-01  8.4105372E-01 0 
 4.0516818E-01  8.3993119E-01 0 
 4.0745074E-01  8.3301586E-01 0 
 4.0973330E-01  8.1836665E-01 0 
 4.1201580E-01  7.9443234E-01 0 
 4.1429836E-01  7.8045905E-01 0 
 4.1658092E-01  7.5640237E-01 0 
 4.1886342E-01  7.4887437E-01 0 
 4.2114598E-01  7.2613305E-01 0 
 4.2342848E-01  7.1284992E-01 0 
 4.2571104E-01  7.2012329E-01 0 
 4.2799360E-01  7.0243257E-01 0 
 4.3027610E-01  6.9164264E-01 0 
 4.3255866E-01  6.7075384E-01 0 
 4.3484116E-01  6.5751100E-01 0 
 4.3712372E-01  6.4286631E-01 0 
 4.3940628E-01  6.3356787E-01 0 
 4.4168878E-01  6.4026648E-01 0 
 4.4397134E-01  6.4144313E-01 0 
 4.4625390E-01  6.1717439E-01 0 
 4.4853640E-01  6.0326624E-01 0 
 4.5081896E-01  5.8998513E-01 0 
 4.5310146E-01  6.0571575E-01 0 
 4.5538402E-01  5.7337606E-01 0 
 4.5766658E-01  5.4942578E-01 0 
 4.5994908E-01  5.6276733E-01 0 
 4.6223164E-01  5.5454755E-01 0 
 4.6451414E-01  5.4520506E-01 0 
 4.6679670E-01  5.2907956E-01 0 
 4.6907926E-01  5.2132380E-01 0 
 4.7136176E-01  5.1879448E-01 0 
 4.7364432E-01  5.1507926E-01 0 
 4.7592688E-01  5.0539625E-01 0 
 4.7820938E-01  4.8649117E-01 0 
 4.8049194E-01  4.9598336E-01 0 
 4.8277444E-01  4.8268837E-01 0 
 4.8505700E-01  4.7034994E-01 0 
 4.8733956E-01  4.6705276E-01 0 
 4.8962206E-01  4.4950473E-01 0 
 4.9190462E-01  4.4429532E-01 0 
 4.9418712E-01  4.5623198E-01 0 
 4.9646968E-01  4.5394084E-01 0 
 4.9875224E-01  4.3293932E-01 0 
 5.0103474E-01  4.3729261E-01 0 
 5.0331730E-01  4.3215531E-01 0 
 5.0559986E-01  4.2110419E-01 0 
 5.0788236E-01  4.2495924E-01 0 
 5.1016492E-01  4.2317757E-01 0 
 5.1244742E-01  4.1369781E-01 0 
 5.1472998E-01  4.2326868E-01 0 
 5.1701254E-01  4.1091651E-01 0 
 5.1929504E-01  3.9881885E-01 0 
 5.2157760E-01  4.0842625E-01 0 
 5.2386016E-01  4.1527316E-01 0 
 5.2614266E-01  4.1338524E-01 0 
 5.2842522E-01  4.0010664E-01 0 
 5.3070772E-01  4.0206087E-01 0 
 5.3299028E-01  3.9586511E-01 0 
 5.3527284E-01  3.8724566E-01 0 
 5.3755534E-01  3.8211328E-01 0 
 5.3983790E-01  3.8230741E-01 0 
 5.4212046E-01  3.8662735E-01 0 
 5.4440296E-01  3.8644072E-01 0 
 5.4668552E-01  3.8661909E-01 0 
 5.4896808E-01  3.7309769E-01 0 
 5.5125058E-01  3.7387690E-01 0 
 5.5353314E-01  3.8320652E-01 0 
 5.5581564E-01  3.6473346E-01 0 
 5.5809820E-01  3.6748031E-01 0 
 5.6038076E-01  3.7216860E-01 0 
 5.6266326E-01  3.5698327E-01 0 
 5.6494582E-01  3.6052418E-01 0 
 5.6722832E-01  3.7875205E-01 0 
 5.6951088E-01  3.6996323E-01 0 
 5.7179344E-01  3.6385259E-01 0 
 5.7407594E-01  3.6530158E-01 0 
 5.7635850E-01  3.6761928E-01 0 
 5.7864106E-01  3.7063822E-01 0 
 5.8092356E-01  3.5104150E-01 0 
 5.8320612E-01  3.4591645E-01 0 
 5.8548862E-01  3.3369312E-01 0 
 5.8777118E-01  3.4589496E-01 0 
 5.9005374E-01  3.4623924E-01 0 
 5.9233624E-01  3.3063975E-01 0 
 5.9461880E-01  3.4473416E-01 0 
 5.9690136E-01  3.4906217E-01 0 
 5.9918386E-01  3.4363297E-01 0 
 6.0146642E-01  3.2416543E-01 0 
 6.0374892E-01  3.2357728E-01 0 
 6.0603148E-01  3.2575479E-01 0 
 6.0831404E-01  3.3660311E-01 0 
 6.1059654E-01  3.1108031E-01 0 
 6.1287910E-01  3.0880997E-01 0 
 6.1516160E-01  3.1340152E-01 0 
 6.1744416E-01  3.1908444E-01 0 
 6.1972672E-01  3.2306495E-01 0 
 6.2200922E-01  3.0050418E-01 0 
 6.2429178E-01  2.8327733E-01 0 
 6.2657434E-01  2.8958932E-01 0 
 6.2885684E-01  2.9688042E-01 0 
 6.3113940E-01  3.1873548E-01 0 
 6.3342190E-01  3.0589280E-01 0 
 6.3570446E-01  2.9100236E-01 0 
 6.3798702E-01  2.7236953E-01 0 
 6.4026952E-01  2.8261754E-01 0 
 6.4255208E-01  2.8581312E-01 0 
 6.4483458E-01  2.9088336E-01 0 
 6.4711714E-01  2.7958721E-01 0 
 6.4939970E-01  2.8104755E-01 0 
 6.5168220E-01  2.7843681E-01 0 
 6.5396476E-01  2.8621411E-01 0 
 6.5624732E-01  2.7542982E-01 0 
 6.5852982E-01  2.7169746E-01 0 
 6.6081238E-01  2.6647809E-01 0 
 6.6309488E-01  2.6064950E-01 0 
 6.6537744E-01  2.5767386E-01 0 
 6.6766000E-01  2.4620099E-01 0 
 6.6994250E-01  2.5316530E-01 0 
 6.7222506E-01  2.5550014E-01 0 
 6.7450762E-01  2.6205000E-01 0 
 6.7679012E-01  2.4717377E-01 0 
 6.7907268E-01  2.3826370E-01 0 
 6.8135518E-01  2.5704119E-01 0 
 6.8363774E-01  2.5340569E-01 0 
 6.8592030E-01  2.4809159E-01 0 
 6.8820280E-01  2.3803908E-01 0 
 6.9048536E-01  2.5203773E-01 0 
 6.9276786E-01  2.3112866E-01 0 
 6.9505042E-01  2.3607542E-01 0 
 6.9733298E-01  2.3173274E-01 0 
 6.9961548E-01  2.4336556E-01 0 
 7.0189804E-01  2.3443067E-01 0 
 7.0418060E-01  2.3479471E-01 0 
 7.0646310E-01  2.3517674E-01 0 
 7.0874566E-01  2.3014058E-01 0 
 7.1102816E-01  2.1808168E-01 0 
 7.1331072E-01  2.1796624E-01 0 
 7.1559328E-01  2.2671108E-01 0 
 7.1787578E-01  2.2312552E-01 0 
 7.2015834E-01  2.3106639E-01 0 
 7.2244084E-01  2.2989772E-01 0 
 7.2472340E-01  2.1598394E-01 0 
 7.2700596E-01  2.1482566E-01 0 
 7.2928846E-01  2.1570784E-01 0 
 7.3157102E-01  1.9780245E-01 0 
 7.3385358E-01  2.0913282E-01 0 
 7.3613608E-01  2.1037391E-01 0 
 7.3841864E-01  2.0759213E-01 0 
 7.4070114E-01  2.0883144E-01 0 
 7.4298370E-01  2.0378472E-01 0 
 7.4526626E-01  2.0844398E-01 0 
 7.4754876E-01  2.0582058E-01 0 
 7.4983132E-01  1.9441934E-01 0 
 7.5211382E-01  2.0401403E-01 0 
 7.5439638E-01  1.9731697E-01 0 
 7.5667894E-01  2.0154510E-01 0 
 7.5896144E-01  2.0117156E-01 0 
 7.6124400E-01  2.0005192E-01 0 
 7.6352656E-01  2.1131614E-01 0 
 7.6580906E-01  2.0636918E-01 0 
 7.6809162E-01  1.9037910E-01 0 
 7.7037412E-01  1.9991314E-01 0 
 7.7265668E-01  1.9662629E-01 0 
 7.7493924E-01  1.8920200E-01 0 
 7.7722174E-01  1.9646941E-01 0 
 7.7950430E-01  1.8222348E-01 0 
 7.8178686E-01  1.8975143E-01 0 
 7.8406936E-01  1.9216572E-01 0 
 7.8635192E-01  1.8773365E-01 0 
 7.8863442E-01  1.7566673E-01 0 
 7.9091698E-01  1.8674311E-01 0 
 7.9319954E-01  1.9027378E-01 0 
 7.9548204E-01  1.7557569E-01 0 
 7.9776460E-01  1.8631865E-01 0 
 8.0004710E-01  1.8666971E-01 0 
 8.0232966E-01  1.7775558E-01 0 
 8.0461222E-01  1.8924855E-01 0 
 8.0689472E-01  1.7282939E-01 0 
 8.0917728E-01  1.7828016E-01 0 
 8.1145984E-01  1.8587731E-01 0 
 8.1374234E-01  1.8368778E-01 0 
 8.1602490E-01  1.8084414E-01 0 
 8.1830740E-01  1.7033732E-01 0 
