
SAXS BOX                                                                        
     610         0         0         0         0         0         0         0 
  0.000000E+00   3.068000E+02   0.000000E+00   1.000000E+00   1.542000E-01
  2.500000E+01   1.062232E+00   0.000000E+00   0.000000E+00   0.000000E+00 
1.3431242E-01 3.1465107E+08  0 
1.4240868E-01 2.9446845E+08  0 
1.5050495E-01 2.7956182E+08  0 
1.5860121E-01 2.6941274E+08  0 
1.6669747E-01 2.6092333E+08  0 
1.7479375E-01 2.5544914E+08  0 
1.8289001E-01 2.5027330E+08  0 
1.9098628E-01 2.4636011E+08  0 
1.9908255E-01 2.4380632E+08  0 
2.0717882E-01 2.4045354E+08  0 
2.1527508E-01 2.3752085E+08  0 
2.2337136E-01 2.3245565E+08  0 
2.3146760E-01 2.2654029E+08  0 
2.3956388E-01 2.1868016E+08  0 
2.4766015E-01 2.0779067E+08  0 
2.5575641E-01 1.9475189E+08  0 
2.6385269E-01 1.7971269E+08  0 
2.7194893E-01 1.6322822E+08  0 
2.8004521E-01 1.4610752E+08  0 
2.8814149E-01 1.2949675E+08  0 
2.9623777E-01 1.1409588E+08  0 
3.0433401E-01 9.9524768E+07  0 
3.1243026E-01 8.7496176E+07  0 
3.2052654E-01 7.6533040E+07  0 
3.2862282E-01 6.6762724E+07  0 
3.3671910E-01 5.8978104E+07  0 
3.4481534E-01 5.2642944E+07  0 
3.5291159E-01 4.7687296E+07  0 
3.6100787E-01 4.3594456E+07  0 
3.6910415E-01 4.0541816E+07  0 
3.7720042E-01 3.8128652E+07  0 
3.8529667E-01 3.5806672E+07  0 
3.9339295E-01 3.4439404E+07  0 
4.0148920E-01 3.2623154E+07  0 
4.0958548E-01 3.1383192E+07  0 
4.1768175E-01 3.0604030E+07  0 
4.2577800E-01 2.9978430E+07  0 
4.3387428E-01 2.9251902E+07  0 
4.4197056E-01 2.8618108E+07  0 
4.5006680E-01 2.7858706E+07  0 
4.5816308E-01 2.7199516E+07  0 
4.6625933E-01 2.6659300E+07  0 
4.7435561E-01 2.6269702E+07  0 
4.8245189E-01 2.5397986E+07  0 
4.9054813E-01 2.4677962E+07  0 
4.9864441E-01 2.3747982E+07  0 
5.0674069E-01 2.2895894E+07  0 
5.1483691E-01 2.2110478E+07  0 
5.2293324E-01 2.1082154E+07  0 
5.3102946E-01 1.9863656E+07  0 
5.3912574E-01 1.8947294E+07  0 
5.4722202E-01 1.7762682E+07  0 
5.5531824E-01 1.6767163E+07  0 
5.6341457E-01 1.5581715E+07  0 
5.7151079E-01 1.4690928E+07  0 
5.7960707E-01 1.3730554E+07  0 
5.8770335E-01 1.2735423E+07  0 
5.9579957E-01 1.1930407E+07  0 
6.0389590E-01 1.0900867E+07  0 
6.1199212E-01 1.0287680E+07  0 
6.2008840E-01 9.7483880E+06  0 
6.2818468E-01 9.1327060E+06  0 
6.3628095E-01 8.6274460E+06  0 
6.4437723E-01 8.0979705E+06  0 
6.5247345E-01 7.6267345E+06  0 
6.6056973E-01 7.2080250E+06  0 
6.6866601E-01 6.7854290E+06  0 
6.7676228E-01 6.5065940E+06  0 
6.8485856E-01 6.3997115E+06  0 
6.9295478E-01 6.0405085E+06  0 
7.0105106E-01 5.8101540E+06  0 
7.0914733E-01 5.5711180E+06  0 
7.1724361E-01 5.3565970E+06  0 
7.2533989E-01 5.0765065E+06  0 
7.3343617E-01 4.8607580E+06  0 
7.4153239E-01 4.6728340E+06  0 
7.4962866E-01 4.5942510E+06  0 
7.5772494E-01 4.3262080E+06  0 
7.6582122E-01 4.1062898E+06  0 
7.7391750E-01 3.9103642E+06  0 
7.8201371E-01 3.7118968E+06  0 
7.9010999E-01 3.5606630E+06  0 
7.9820627E-01 3.3571965E+06  0 
8.0630255E-01 3.1443392E+06  0 
8.1439883E-01 3.0727520E+06  0 
8.2249504E-01 3.0027845E+06  0 
8.3059132E-01 2.8663640E+06  0 
