c;Maxwell;err;OldroydB;err;Jeffreys1;err1;Jeffreys2;err2;Dois Modos1;err1;Dois Modos2;err2
35;23.690074469010337;1.3069543741694127;23.776131276008247;1.2320153024539289;23.775858695968534;1.2319563780800695;0.0046317717461463745;0.001493007805704208;29.284403349373942;0.796176517113667;0.7609486739355904;0.08241836760840497
60;79.18403111319657;1.5507551568517437;79.3287930219553;1.5513901219090784;79.32887751915446;1.5514049532477143;0.00959302189752731;0.007679816644417758;128.08467083774994;5.329042287822522;37.796007092020545;2.062263973160722
72;4.470500975035903;0.049619507120322884;4.487825148732752;0.046052116727995585;4.487822800910147;0.04605162509938082;0.0017719457417546547;0.0006042847652991572;4.989559554279455;0.09379962724822846;1.4282164464752063;0.21599112118837427
100;0.20937018328915147;0.0012253957093138164;0.2116417021433814;0.0010884610937096904;0.21164169530354604;0.001088460099771886;0.0004467928694671387;8.483204685039897e-05;0.054521428129137295;0.007842957910085498;0.22088854950690195;0.0017444554501330606
189;1.0144645117606212;0.014792901760429591;1.0202070355552708;0.014440062667892294;1.0202060214818216;0.014439748963313941;0.0007234704838225968;0.0003093097607018497;1.0598050713798055;0.011833393997181512;0.059584980794298976;0.012630793044821844
260;2.7061230721609437;0.049876824076933265;2.7232502577398368;0.0479841568124489;2.7232504390455317;0.04798428312980522;0.002018410816301941;0.0008217293309667286;2.843148067804439;0.07992386999544436;0.3513939278604929;0.19501489490095275
365;0.9016062601974336;0.009994967314197469;0.9114113248243424;0.008165538763500308;0.9114118515219188;0.008165622476215087;0.0013558971417739762;0.00025131751332525034;0.9707695785126912;0.007225385943933262;0.1536355392342268;0.015579485928190459
