355	-1.66954	355	19.55554	355	1.79455	355	9.38245	355	-0.22399	355	11.58699	355	-7.61716	355	29.67516	355	-3.04376	355	16.24876	355	-5.69789	355	25.05689	355	-4.95993	355	17.79793	355	-2.34265	355	26.24465	355	-3.53811	355	27.72211	355	-2.24193	355	17.70993	355	0.28892	355	12.07608	355	-4.12267	355	25.25167	355	-3.71663	355	25.36863	355	-0.83607	355	25.25807	355	-0.55382	355	13.42882	355	1.34191	355	13.50409	355	-2.52968	355	33.93668	355	-0.7834	355	24.2354	355	-1.36242	355	12.71042	355	2.95178	355	19.51222	355	-2.40328	355	21.12828	355	-3.82239	355	35.57139	355	-3.25222	355	28.20022	355	-0.43263	355	29.98063	355	0.18834	355	19.56366	355	0.56842	355	17.98258	355	-3.71279	355	39.01179	355	-2.18668	355	13.70868	355	-1.71636	355	51.45936	355	1.68111	355	23.05689	355	-6.35632	355	36.36032	355	5.10627	355	43.53873	355	-6.55065	355	56.29365	355	-17.43629	355	38.74829	355	6.58433	355	24.20967	355	-0.73361	355	48.10961	355	-14.14927	355	43.05027	355	-13.11454	355	43.68454	355	-9.84766	355	38.24666	355	-11.2578	355	36.5238	355	-10.29077	355	36.06177	355	-12.12228	355	23.35728	355	-38.78356	355	51.41656	355	-29.80038	355	52.82238	355	-37.55172	355	50.43672	355	-43.20452	355	60.32752	355	-41.11798	355	65.03598	355	-33.34582	355	57.28082	355	-39.43449	355	62.34049
355.14565	-1.45266	355.5	20.79161	355.14565	1.95414	355.5	5.74887	355.14565	-0.05002	355.5	2.91699	355.14565	-7.30563	355.5	13.75249	355.14565	-2.84086	355.5	12.46432	355.14565	-5.50613	355.5	31.20953	355.14565	-4.74595	355.5	19.54083	355.14565	-2.1352	355.5	19.84242	355.14565	-3.32673	355.5	12.42969	355.14565	-2.03073	355.5	26.29235	355.14565	0.4768	355.5	18.33375	355.14565	-3.86079	355.5	22.20887	355.14565	-3.48555	355.5	16.79176	355.14565	-0.61736	355.5	17.60424	355.14565	-0.35143	355.5	24.96146	355.14565	1.53731	355.5	17.85676	355.14565	-2.30436	355.5	17.69596	355.14565	-0.57308	355.5	14.10795	355.14565	-1.10949	355.5	24.16312	355.14565	3.20702	355.5	22.81451	355.14565	-2.14579	355.5	29.56126	355.14565	-3.56556	355.5	19.58602	355.14565	-2.98166	355.5	25.27832	355.14565	-0.16351	355.5	29.99478	355.14565	0.4152	355.5	10.70672	355.14565	0.79311	355.5	25.05482	355.14565	-3.47076	355.5	23.86754	355.14565	-1.93074	355.5	24.38823	355.14565	-1.4268	355.5	51.8091	355.14565	1.91825	355.5	15.8064	355.14565	-5.999	355.5	28.22508	355.14565	5.33063	355.5	23.14375	355.14565	-6.20534	355.5	41.66712	355.14565	-17.01322	355.5	43.33318	355.14565	6.80611	355.5	28.55068	355.14565	-0.40914	355.5	31.69022	355.14565	-13.68833	355.5	35.48813	355.14565	-12.6832	355.5	43.47825	355.14565	-9.45646	355.5	33.24179	355.14565	-10.83005	355.5	41.79009	355.14565	-9.87203	355.5	32.90431	355.14565	-11.73177	355.5	35.70836	355.14565	-37.91727	355.5	52.30029	355.14565	-29.00436	355.5	62.0782	355.14565	-36.65393	355.5	60.88112	355.14565	-42.03445	355.5	78.64001	355.14565	-40.00073	355.5	63.45365	355.14565	-32.24167	355.5	50.55616	355.14565	-38.2398	355.5	53.66097
355.29129	-1.22952	356	16.09031	355.29129	2.11887	356	3.98513	355.29129	0.12934	356	3.30589	355.29129	-6.98645	356	13.07712	355.29129	-2.63182	356	12.32773	355.29129	-5.30843	356	26.55038	355.29129	-4.52569	356	26.09579	355.29129	-1.92134	356	17.40848	355.29129	-3.10878	356	20.45248	355.29129	-1.81301	356	10.02558	355.29129	0.67069	356	9.97166	355.29129	-3.5909	356	22.22973	355.29129	-3.24723	356	17.6777	355.29129	-0.39155	356	21.13071	355.29129	-0.14227	356	22.78662	355.29129	1.73922	356	25.52098	355.29129	-2.07189	356	9.57912	355.29129	-0.35579	356	21.95548	355.29129	-0.84828	356	17.95339	355.29129	3.47066	356	46.04097	355.29129	-1.88	356	26.20974	355.29129	-3.30029	356	33.40017	355.29129	-2.70232	356	21.95789	355.29129	0.11436	356	20.62868	355.29129	0.64967	356	20.77274	355.29129	1.02546	356	21.10901	355.29129	-3.22083	356	19.12272	355.29129	-1.66656	356	28.46393	355.29129	-1.12772	356	23.11303	355.29129	2.16376	356	27.35677	355.29129	-5.63088	356	41.37983	355.29129	5.56297	356	33.02651	355.29129	-5.84888	356	26.59156	355.29129	-16.57765	356	48.12623	355.29129	7.0363	356	18.10335	355.29129	-0.07344	356	23.96098	355.29129	-13.2137	356	34.29034	355.29129	-12.23847	356	35.77152	355.29129	-9.05274	356	29.36784	355.29129	-10.38897	356	32.44362	355.29129	-9.44005	356	29.96989	355.29129	-11.32864	356	45.49103	355.29129	-37.03117	356	45.14038	355.29129	-28.18922	356	54.48311	355.29129	-35.73581	356	45.36659	355.29129	-40.84159	356	59.40778	355.29129	-38.86114	356	59.19872	355.29129	-31.11511	356	44.6289	355.29129	-37.02197	356	49.2505
355.43694	-1	356.5	15.10033	355.43694	2.28886	356.5	6.72508	355.43694	0.31422	356.5	9.37659	355.43694	-6.6595	356.5	16.78104	355.43694	-2.41652	356.5	18.60338	355.43694	-5.10467	356.5	19.87781	355.43694	-4.29901	356.5	24.18231	355.43694	-1.70093	356.5	22.16678	355.43694	-2.8841	356.5	16.5782	355.43694	-1.58862	356.5	22.14447	355.43694	0.8707	356.5	9.74089	355.43694	-3.31285	356.5	29.45987	355.43694	-3.0015	356.5	25.83645	355.43694	-0.15846	356.5	31.01831	355.43694	0.0738	356.5	11.42621	355.43694	1.94781	356.5	15.3929	355.43694	-1.8321	356.5	20.30013	355.43694	-0.13137	356.5	21.44279	355.43694	-0.57858	356.5	27.93876	355.43694	3.7429	356.5	23.218	355.43694	-1.60571	356.5	24.61342	355.43694	-3.02636	356.5	27.12815	355.43694	-2.414	356.5	31.36312	355.43694	0.40119	356.5	37.83952	355.43694	0.89192	356.5	22.59968	355.43694	1.26568	356.5	18.91386	355.43694	-2.96282	356.5	33.09328	355.43694	-1.39394	356.5	27.31856	355.43694	-0.8189	356.5	14.83439	355.43694	2.41785	356.5	32.21049	355.43694	-5.25173	356.5	32.51379	355.43694	5.80351	356.5	17.31689	355.43694	-5.48101	356.5	37.14986	355.43694	-16.12932	356.5	44.4075	355.43694	7.27515	356.5	15.49809	355.43694	0.27379	356.5	34.59455	355.43694	-12.7251	356.5	35.92285	355.43694	-11.78006	356.5	40.9618	355.43694	-8.63619	356.5	30.71154	355.43694	-9.93427	356.5	30.53381	355.43694	-8.99451	356.5	27.19773	355.43694	-10.91259	356.5	43.4397	355.43694	-36.12497	356.5	48.90533	355.43694	-27.35465	356.5	54.82912	355.43694	-34.79706	356.5	41.42857	355.43694	-39.62569	356.5	61.97004	355.43694	-37.69895	356.5	59.66604	355.43694	-29.96587	356.5	45.03064	355.43694	-35.78073	356.5	58.5773
355.58258	-0.76398	357	12.39127	355.58258	2.46425	357	8.32838	355.58258	0.50474	357	8.43183	355.58258	-6.32465	357	13.55022	355.58258	-2.19482	357	7.6455	355.58258	-4.89471	357	23.90903	355.58258	-4.06577	357	15.16875	355.58258	-1.47381	357	13.50109	355.58258	-2.65255	357	12.23543	355.58258	-1.3574	357	7.68968	355.58258	1.077	357	11.89932	355.58258	-3.02644	357	15.14775	355.58258	-2.74819	357	24.50982	355.58258	0.08207	357	19.14861	355.58258	0.29696	357	20.03684	355.58258	2.16323	357	26.1614	355.58258	-1.58483	357	15.92677	355.58258	0.10035	357	23.04142	355.58258	-0.3002	357	13.35148	355.58258	4.02393	357	25.86472	355.58258	-1.32273	357	26.30674	355.58258	-2.74358	357	24.45198	355.58258	-2.11648	357	20.53387	355.58258	0.6972	357	19.43916	355.58258	1.14215	357	22.94022	355.58258	1.51396	357	15.49575	355.58258	-2.69653	357	12.36792	355.58258	-1.11268	357	24.85964	355.58258	-0.5001	357	30.82812	355.58258	2.68077	357	31.07461	355.58258	-4.86132	357	48.48495	355.58258	6.05245	357	15.91534	355.58258	-5.10147	357	23.19055	355.58258	-15.66798	357	44.31982	355.58258	7.52291	357	24.44275	355.58258	0.63283	357	47.09906	355.58258	-12.22223	357	39.23036	355.58258	-11.30766	357	52.84119	355.58258	-8.20654	357	27.96123	355.58258	-9.46564	357	28.35276	355.58258	-8.53511	357	31.5337	355.58258	-10.48332	357	31.30738	355.58258	-35.1984	357	52.05374	355.58258	-26.50037	357	65.16526	355.58258	-33.83739	357	48.74163	355.58258	-38.3865	357	39.85327	355.58258	-36.5139	357	49.96674	355.58258	-28.7937	357	46.38831	355.58258	-34.51585	357	53.90591
355.72823	-0.52131	357.5	11.65766	355.72823	2.64514	357.5	15.87956	355.72823	0.70101	357.5	4.35119	355.72823	-5.98178	357.5	19.81968	355.72823	-1.96658	357.5	15.9952	355.72823	-4.67841	357.5	12.3261	355.72823	-3.82584	357.5	18.64538	355.72823	-1.23986	357.5	18.71802	355.72823	-2.41397	357.5	19.87255	355.72823	-1.11921	357.5	17.23271	355.72823	1.28973	357.5	17.96368	355.72823	-2.73151	357.5	20.75464	355.72823	-2.48714	357.5	24.28744	355.72823	0.33023	357.5	13.48894	355.72823	0.52739	357.5	18.5169	355.72823	2.38566	357.5	20.37712	355.72823	-1.32989	357.5	39.79161	355.72823	0.33956	357.5	20.36967	355.72823	-0.01293	357.5	19.75651	355.72823	4.31398	357.5	20.38195	355.72823	-1.03086	357.5	22.46089	355.72823	-2.45174	357.5	22.69639	355.72823	-1.80954	357.5	27.38376	355.72823	1.0026	357.5	17.32221	355.72823	1.40055	357.5	21.40475	355.72823	1.7705	357.5	5.58474	355.72823	-2.42176	357.5	16.62507	355.72823	-0.82258	357.5	28.32645	355.72823	-0.17109	357.5	33.61083	355.72823	2.95274	357.5	21.80583	355.72823	-4.4594	357.5	32.3531	355.72823	6.31002	357.5	28.85496	355.72823	-4.70997	357.5	38.95585	355.72823	-15.19334	357.5	38.75579	355.72823	7.77984	357.5	29.29864	355.72823	1.00399	357.5	47.4432	355.72823	-11.7048	357.5	34.86232	355.72823	-10.82097	357.5	45.59951	355.72823	-7.76348	357.5	28.21292	355.72823	-8.98277	357.5	47.47422	355.72823	-8.06154	357.5	33.18533	355.72823	-10.04052	357.5	37.50672	355.72823	-34.25116	357.5	42.31339	355.72823	-25.62607	357.5	43.08367	355.72823	-32.85653	357.5	48.38353	355.72823	-37.12377	357.5	52.54733	355.72823	-35.30575	357.5	50.19728	355.72823	-27.59833	357.5	41.81812	355.72823	-33.22707	357.5	47.53227
355.87387	-0.27188	358	6.63595	355.87387	2.83168	358	8.55699	355.87387	0.90318	358	20.42917	355.87387	-5.63076	358	11.30247	355.87387	-1.73166	358	17.83849	355.87387	-4.45564	358	17.38894	355.87387	-3.57909	358	16.57839	355.87387	-0.99891	358	14.89105	355.87387	-2.16822	358	19.34282	355.87387	-0.87389	358	19.58694	355.87387	1.50902	358	10.84653	355.87387	-2.42786	358	22.9917	355.87387	-2.21816	358	32.38575	355.87387	0.58619	358	24.68347	355.87387	0.76525	358	16.18452	355.87387	2.61526	358	5.70749	355.87387	-1.06713	358	29.39104	355.87387	0.58642	358	14.95063	355.87387	0.28344	358	23.4976	355.87387	4.61325	358	5.0823	355.87387	-0.72989	358	12.16486	355.87387	-2.15061	358	35.86188	355.87387	-1.49298	358	18.98218	355.87387	1.3176	358	25.09005	355.87387	1.66733	358	8.60343	355.87387	2.0355	358	31.75163	355.87387	-2.13832	358	21.34094	355.87387	-0.52344	358	17.49308	355.87387	0.16837	358	31.59287	355.87387	3.23399	358	33.37145	355.87387	-4.04573	358	43.82288	355.87387	6.57645	358	16.25448	355.87387	-4.30626	358	30.53071	355.87387	-14.70515	358	35.79391	355.87387	8.04619	358	35.60754	355.87387	1.38758	358	16.77923	355.87387	-11.17252	358	42.20304	355.87387	-10.31967	358	28.03033	355.87387	-7.30671	358	48.59335	355.87387	-8.48536	358	22.22576	355.87387	-7.57349	358	32.87491	355.87387	-9.58389	358	49.68509	355.87387	-33.28296	358	36.40628	355.87387	-24.73147	358	40.89566	355.87387	-31.85418	358	41.80425	355.87387	-35.83727	358	32.30649	355.87387	-34.07425	358	46.08153	355.87387	-26.37951	358	36.2957	355.87387	-31.91415	358	38.60273
356.01952	-0.01555	358.5	9.07756	356.01952	3.02398	358.5	16.34994	356.01952	1.11136	358.5	11.30418	356.01952	-5.27148	358.5	9.30871	356.01952	-1.48993	358.5	12.10928	356.01952	-4.22625	358.5	20.33338	356.01952	-3.32538	358.5	13.23791	356.01952	-0.75081	358.5	6.99656	356.01952	-1.91512	358.5	17.79838	356.01952	-0.6213	358.5	16.38464	356.01952	1.73503	358.5	5.81831	356.01952	-2.11532	358.5	17.05699	356.01952	-1.94109	358.5	34.73408	356.01952	0.85013	358.5	26.89819	356.01952	1.01073	358.5	29.36569	356.01952	2.8522	358.5	28.89776	356.01952	-0.79636	358.5	19.25332	356.01952	0.84112	358.5	16.69123	356.01952	0.58912	358.5	26.5963	356.01952	4.92196	358.5	34.61319	356.01952	-0.41961	358.5	32.60145	356.01952	-1.83998	358.5	16.06874	356.01952	-1.16657	358.5	27.17132	356.01952	1.64243	358.5	18.33088	356.01952	1.94267	358.5	21.80018	356.01952	2.30918	358.5	21.69598	356.01952	-1.84602	358.5	19.77656	356.01952	-0.21505	358.5	15.97244	356.01952	0.51853	358.5	25.35737	356.01952	3.52476	358.5	6.10646	356.01952	-3.62008	358.5	30.75482	356.01952	6.85195	358.5	36.68734	356.01952	-3.89004	358.5	24.85986	356.01952	-14.20314	358.5	43.08254	356.01952	8.32222	358.5	21.12878	356.01952	1.78388	358.5	38.02406	356.01952	-10.62508	358.5	32.72275	356.01952	-9.80346	358.5	33.78109	356.01952	-6.83592	358.5	40.90004	356.01952	-7.97309	358.5	25.76373	356.01952	-7.07063	358.5	36.85951	356.01952	-9.1131	358.5	31.80258	356.01952	-32.29354	358.5	53.55369	356.01952	-23.81625	358.5	21.20479	356.01952	-30.83006	358.5	52.10313	356.01952	-34.52674	358.5	50.47948	356.01952	-32.81913	358.5	39.53174	356.01952	-25.13699	358.5	51.64712	356.01952	-30.57685	358.5	48.32915
356.16517	0.24782	359	19.95592	356.16517	3.22219	359	13.97658	356.16517	1.32568	359	4.27856	356.16517	-4.90381	359	22.96063	356.16517	-1.24125	359	16.81543	356.16517	-3.9901	359	10.25519	356.16517	-3.06457	359	11.55705	356.16517	-0.49542	359	20.81385	356.16517	-1.65454	359	19.3023	356.16517	-0.36128	359	18.15102	356.16517	1.9679	359	26.0154	356.16517	-1.7937	359	10.7165	356.16517	-1.65575	359	21.70466	356.16517	1.12222	359	27.49898	356.16517	1.264	359	13.2512	356.16517	3.09666	359	13.88502	356.16517	-0.51741	359	16.56562	356.16517	1.10383	359	24.95326	356.16517	0.90433	359	34.18801	356.16517	5.24032	359	11.15087	356.16517	-0.09982	359	10.15135	356.16517	-1.51964	359	32.60609	356.16517	-0.83008	359	22.80424	356.16517	1.97731	359	31.32474	356.16517	2.22678	359	14.69978	356.16517	2.59173	359	16.96516	356.16517	-1.54464	359	18.06082	356.16517	0.10278	359	23.82532	356.16517	0.87963	359	28.11629	356.16517	3.82529	359	10.10859	356.16517	-3.18219	359	24.86238	356.16517	7.13676	359	33.6927	356.16517	-3.46106	359	26.28687	356.16517	-13.68702	359	48.46304	356.16517	8.60821	359	16.13025	356.16517	2.19323	359	23.61333	356.16517	-10.06219	359	39.1066	356.16517	-9.27203	359	37.2861	356.16517	-6.35081	359	18.20737	356.16517	-7.44565	359	38.4064	356.16517	-6.55265	359	33.0571	356.16517	-8.62785	359	30.49412	356.16517	-31.28259	359	58.90222	356.16517	-22.88013	359	32.57588	356.16517	-29.78388	359	43.81783	356.16517	-33.19196	359	51.46055	356.16517	-31.54016	359	50.98669	356.16517	-23.8705	359	13.60892	356.16517	-29.21494	359	44.66091
356.31081	0.51835	359.5	11.73448	356.31081	3.42642	359.5	4.18802	356.31081	1.54628	359.5	12.61861	356.31081	-4.52762	359.5	8.55458	356.31081	-0.98546	359.5	18.1238	356.31081	-3.74706	359.5	15.78806	356.31081	-2.79653	359.5	19.85293	356.31081	-0.23258	359.5	17.81319	356.31081	-1.38631	359.5	27.7836	356.31081	-0.09367	359.5	15.31124	356.31081	2.20779	359.5	30.75108	356.31081	-1.46282	359.5	12.46322	356.31081	-1.36197	359.5	22.03068	356.31081	1.40266	359.5	17.77562	356.31081	1.52524	359.5	15.31675	356.31081	3.3488	359.5	13.51525	356.31081	-0.2301	359.5	20.95003	356.31081	1.37475	359.5	15.19443	356.31081	1.22926	359.5	21.88102	356.31081	5.56854	359.5	29.53651	356.31081	0.22969	359.5	29.37214	356.31081	-1.18936	359.5	12.40096	356.31081	-0.48331	359.5	17.90091	356.31081	2.32245	359.5	37.59261	356.31081	2.51987	359.5	12.44886	356.31081	2.88338	359.5	29.4654	356.31081	-1.23399	359.5	25.70051	356.31081	0.43028	359.5	12.44845	356.31081	1.25191	359.5	20.66249	356.31081	4.13581	359.5	30.82634	356.31081	-2.73183	359.5	33.39004	356.31081	7.43112	359.5	26.93953	356.31081	-3.01902	359.5	26.49321	356.31081	-13.15652	359.5	34.64878	356.31081	8.90442	359.5	31.90146	356.31081	2.61593	359.5	33.3454	356.31081	-9.48354	359.5	22.39581	356.31081	-8.72505	359.5	24.33564	356.31081	-5.85106	359.5	34.58166	356.31081	-6.90272	359.5	28.96997	356.31081	-6.01923	359.5	38.60056	356.31081	-8.12782	359.5	28.28856	356.31081	-30.24985	359.5	42.61191	356.31081	-21.9228	359.5	24.63016	356.31081	-28.71536	359.5	52.41446	356.31081	-31.83267	359.5	54.46149	356.31081	-30.23708	359.5	45.35967	356.31081	-22.57979	359.5	24.31722	356.31081	-27.82817	359.5	21.30896
