lambda	0.05	0.1	0.15	0.2	0.25	0.25	0.3	0.35	0.35	0.35	0.4	0.45	0.45	0.45	0.5	0.5	0.5	0.6	0.65	0.65	0.65	0.7	0.7	0.7	0.75	0.75	0.75	0.8	0.9	0.9	0.9	1	1.2	1.2	1.2	1.4	1.4	1.4	1.5	1.6	1.6	1.6	2	2	2	2.5	2.5	2.5	3
355	17.886	11.177	11.363	22.058	13.205	19.359	12.838	23.902	24.184	15.468	12.365	21.129	21.652	24.422	12.875	14.846	31.407	23.452	11.348	22.464	18.725	31.749	24.948	29.548	19.752	18.551	35.299	11.522	49.743	24.738	30.004	48.645	49.743	21.312	30.794	47.376	28.901	30.57	28.399	25.266	25.771	11.235	12.633	23.022	12.885	17.123	23.918	23.935	22.906
355.5	19.893	8.113	3.313	7.237	10.143	26.195	15.342	18.239	9.645	24.803	19.293	19.019	13.899	17.549	25.131	19.897	15.97	14.076	23.704	26.678	28.077	16.681	22.992	30.523	11.706	26.427	21.019	23.115	51.127	18.337	23.141	29.054	36.349	27.402	35.932	32.118	22.979	31.901	24.79	32.057	24.107	24.98	16.574	35.091	26.497	39.548	26.265	21.095	18.425
356	16.04	6.983	4.389	7.757	10.805	22.293	22.736	16.624	18.503	9.37	11.676	20.072	15.699	21.945	23.764	28.341	8.746	22.762	18.501	50.921	25.748	31.518	20.747	22.227	22.678	23.381	17.237	28.207	23.584	30.842	37.702	39.841	22.645	33.855	26.388	25.691	23.591	25.898	22.468	24.401	22.831	36.314	12.713	30.543	14.398	24.704	26.21	19.324	18.493
356.5	15.981	10.426	11.219	12.755	17.961	16.457	21.745	22.287	15.552	22.41	12.271	28.441	24.869	32.798	13.303	19.081	20.456	23.182	29.605	29.228	25.286	26.383	31.346	40.626	25.514	22.19	32.277	28.189	16.587	36.765	30.386	25.145	34.725	31.962	24.803	37.78	27.215	32.971	25.532	24.36	21.895	35.984	20.03	34.182	14.135	31.94	31.158	24.164	32.588
357	14.291	12.807	11.111	10.922	7.971	21.41	13.743	14.618	12.227	8.97	15.342	15.382	24.658	21.997	22.912	30.813	17.175	25.815	16.257	33.127	28.234	24.967	21.838	23.541	26.975	19.889	12.736	26.977	34.001	36.823	48.061	24.876	22.449	33.877	34.896	51.906	32.708	46.925	24.683	24.239	28.258	25.756	26.995	48.069	25.394	14.792	26.23	30.252	32.984
357.5	14.67	21.216	7.95	18.698	17.382	10.84	18.326	20.93	20.983	19.628	22.412	22.364	25.663	17.517	22.497	26.095	42.243	24.287	24.031	29.028	25.772	24.604	30.146	22.876	26.68	11.217	18.301	31.819	38.353	28.883	33.797	39.077	40.071	30.504	41.04	54.051	30.732	41.963	27.03	45.625	32.141	34.056	21.347	29.808	29.264	32.759	31.532	30.714	31.986
358	10.86	14.837	25.036	11.801	20.386	17.013	17.466	18.303	21.68	23.204	16.4	26.106	35.108	30.01	21.384	12.602	33.164	20.129	29.28	15.253	16.998	39.304	23.349	32.242	15.248	38.754	24.457	22.498	38.064	41.923	47.309	27.877	33.688	29.933	48.789	25.381	40.684	26.892	49.713	22.859	34.28	48.545	19.819	31.722	27.206	18.104	32.797	30.535	28.749
358.5	14.618	23.665	17.013	11.546	15.923	21.171	15.439	11.72	21.477	21.337	12.583	21.814	38.93	33.65	35.907	37.087	24.474	23.256	34.035	46.459	39.104	21.197	33.299	27.237	29.952	30.209	24.474	22.636	33.728	16.289	36.468	49.86	30.257	39.824	35.915	48.827	34.047	35.373	44.543	29.111	40.946	33.197	41.643	16.426	42.33	42.184	31.946	51.55	44.493
359	26.923	22.424	11.189	27.06	22.007	12.416	15.184	26.967	24.444	24.559	34.104	17.262	27.509	35.811	21.265	23.495	23.368	33.038	43.441	24.832	18.48	39.582	30.859	42.151	24.506	27.139	24.49	32.303	38.568	22.09	32.998	48.576	34.134	48.03	32.699	36.839	43.519	41.854	24.608	44.713	40.071	34.661	51.976	32.496	39.184	49.401	49.426	19.504	47.175
359.5	20.244	13.871	20.836	14.644	24.811	19.388	25.024	25.521	34.517	23.302	40.283	20.951	29.586	27.791	24.942	24.68	29.476	24.941	33.116	45.223	39.693	21.396	28.059	50.515	24.066	41.46	34.021	22.905	33.388	44.786	44.154	43.705	37.013	37.276	50.444	49.23	30.154	32.139	43.988	38.495	48.802	35.48	40.988	29.564	53.244	58.974	50.158	36.541	30.513
360	14.024	14.025	23.187	19.164	18.79	16.906	33.044	23.846	15.843	39.394	18.23	27.451	38.792	46.211	28.323	23.834	36.954	23.504	40.37	54.831	24.391	21.941	33.128	33.264	32.132	40.312	47.187	33.358	57.38	53.064	48.393	44.021	43.327	30.35	40.416	38.309	57.785	40.04	48.092	64.423	36.019	42.428	45.492	61.789	58.243	58.582	53.444	50.226	51.003
360.5	14.904	28.01	23.667	11.036	24.173	25.337	16.755	22.041	25.919	26.836	26.533	28.951	31.387	35.55	33.997	26.798	31.973	39.326	31.783	26.05	41.805	44.987	35.785	36.997	34.862	48.636	28.142	38.6	21.052	54.794	45.606	37.115	43.807	50.435	46.302	62.276	48.706	47.044	27.17	37.487	32.807	50.076	42.916	45.761	36.959	49.105	42.691	64.116	63.962
361	24.713	16.509	28.616	32.955	22.045	30.585	39.839	27.636	37.146	30.855	38.375	28.315	33.221	36.534	41.898	37.615	31.832	42.797	52.913	41.234	52.702	31.034	43.983	30.732	33.372	47.496	54.008	46.304	60.135	54.782	50.361	48.796	48.685	35.252	48.462	65.399	49.239	70.753	29.466	61.207	73.125	49.665	57.952	56.163	59.611	60.111	65.929	64.392	46.669
361.5	24.235	36.519	28.856	19.046	39.178	25.75	24.142	40.456	30.59	34.554	27.491	42.039	32.745	33.742	42.84	30.216	28.793	24.525	45.631	35.318	60.812	51.057	52.656	31.577	28.73	40.375	49.979	51.722	52.238	34.465	50.241	54.834	42.044	41.053	52.88	47.784	67.169	59.639	68.195	42.035	63.591	30.724	44.505	41.142	61.997	52.587	54.101	67.222	78.205
362	21.564	31.519	21.156	15.694	24.404	28.852	33.797	32.413	39.127	44.436	18.726	30.979	42.497	35.654	30.04	37.455	44.957	45.942	39.609	56.049	42.344	37.257	28.693	42.028	54.104	37.375	40.789	46.143	50.206	47.232	64.22	36.507	39.855	64.353	71.86	53.093	79.962	51.046	64.587	47.703	55.338	54.894	65.352	75.927	57.341	54.414	60.947	66.608	72.329
362.5	27.04	24.048	38.188	26.652	25.194	39.261	33.364	23.569	33.59	44.583	37.488	38.361	39.002	37.321	30.5	44.83	27.983	27.504	46.78	62.506	52.154	48.281	47.156	39.185	52.025	47.702	52.098	46.498	49.141	53.257	51.487	50.244	69.866	52.775	58.859	49.117	91.559	66.514	62.418	56.323	50.304	70.885	68.491	72.397	72.578	78.235	45.441	79.367	72.65
363	29.596	30.973	39.959	29.121	36.725	37.479	23.351	29.736	31.583	20.716	50.858	42.89	30.782	22.653	43.861	37.96	27.392	37.956	45.778	46.922	49.8	60.102	47.129	43.93	35.246	55.536	55.057	56.657	52.449	60.067	55.128	70.317	56.672	84.751	71.677	60.981	56.709	54.085	74.881	80.376	68.247	71.446	75.002	63.962	65.894	75.867	65.765	89.167	58.075
363.5	36.617	34.763	57.067	30.126	33.103	46.499	38.64	41.411	38.759	40.24	48.774	41.623	61.608	40.439	44.594	34.02	42.91	43.968	36.394	56	40.942	53.898	39.729	41.653	48.655	51.481	25.069	60.155	61.927	37.388	41.158	65.869	75.739	72.416	79.279	66.402	76.809	84.927	64.458	66.994	78.078	57.82	97.118	80.74	51.066	104.471	82.21	101.242	88.538
364	38.78	48.913	35.827	30.947	39.174	43.045	26.71	51.218	51.007	41.167	26.665	39.134	52.117	48.424	44.348	46.571	28.711	55.468	52.443	46.09	57.542	47.904	69.951	44.135	33.786	39.796	31.54	71.579	86.046	72.112	64.608	66.608	91.369	40.097	76.781	84.182	65.894	88.737	37.951	61.062	89.168	70.219	104.315	61.094	53.389	86.236	61.962	112.684	78.285
364.5	40.032	43.777	40.208	42.179	39.598	45.173	30.968	47.839	57.587	33.604	51.57	53.942	73.419	57.326	39.878	50.442	45.335	62.539	68.314	65.848	57.302	64.432	64.445	53.773	48.005	52.589	49.5	73.261	69.124	68.742	68.548	70.53	60.299	81.034	72.09	57.688	76.587	95.193	94.677	51.244	117.265	94.461	93.321	96.434	75.67	94.232	98.649	107.639	84.855
365	42.593	42.438	41.481	42.314	48.383	46.591	44.239	47.512	57.134	35.207	41.461	71.795	58.841	33.423	34.113	42.003	42.098	63.068	72.451	57.474	50.135	46.005	73.93	52.612	54.923	48.11	63.056	42.283	65.754	77.753	60.932	52.423	61.417	96.681	82.937	68.862	89.735	87.541	83.414	81.429	93.618	73.945	101.864	84.883	98.724	90.55	108.978	99.898	76.358
365.5	55.709	36.362	40.684	50.393	43.304	41.401	41.237	50.279	62.012	49.133	45.599	49.438	46.953	53.426	51.802	72.5	54.665	46.125	68.492	64.29	77.387	75.77	92.377	73.902	72.264	52.209	51.016	77.953	61.341	82.703	67.66	72.87	80.269	80.833	97.723	73.188	98.323	103.844	113.128	103.759	89.654	78.056	71.395	96.549	125.471	88.553	105.417	103.813	80.46
366	39.599	28.258	30.718	51.583	41.942	57.66	46.447	42.872	46.407	47.875	49.08	27.485	71.842	41.671	56.143	65.022	71.66	63.428	88.426	64.339	67.491	108.925	83.514	102.348	74.547	75.868	61.509	87.693	75.607	78.107	77.23	70.544	96.006	83.112	59.553	101.669	96.728	101.662	75.502	82.363	104.515	82.073	101.768	102.385	126.073	128.055	101.294	81.327	102.733
366.5	48.56	45.922	68.786	58.292	47.171	48.834	55.988	64.819	57.667	67.386	55.3	73.268	58.306	94.472	86.37	53.401	79.298	63.734	98.07	54.577	86.421	66.394	73.966	69.397	69.695	71.505	67.642	101.125	82.821	96.799	79.504	89.805	63.188	98.806	126.343	114.046	95.71	115.758	94.729	124.118	85.159	105.112	106.171	104.208	118.281	134.457	125.614	137.776	130.101
367	42.723	45.822	49.264	51.996	66.618	47.283	45.016	59.113	51.16	66.712	63.878	47.308	49.562	69.042	64.721	85.435	82.907	67.344	67.435	98.001	84.813	85.845	105.849	71.261	60.012	79.984	70.764	70.466	102.545	97.047	93.554	78.935	108.735	96.503	101.791	96.643	80.433	105.323	133.916	122.66	116.81	79.484	131.894	144.023	102.358	108.885	132.23	152.469	144.262
367.5	59.298	71.976	49.244	54.681	60.647	63.555	66.211	63.447	78.263	64.79	68.303	44.838	62.039	78.364	104.267	73.204	80.816	71.22	90.113	93.461	95.115	112.804	81.288	97.822	69.109	68.616	68.212	70.008	88.44	113.583	107.82	94.988	104.335	127.294	111.249	125.647	111.356	126.712	126.892	141.846	116.394	87.425	125.308	137.188	127.67	126.616	135.783	169.22	194.124
368	52.416	62.507	66.528	46.217	55.693	62.542	50.805	56.637	57.683	71.561	51.575	86.868	86.834	70.954	75.645	71.466	71.183	81.64	75.388	89.2	88.442	92.866	77.176	99.339	71.133	75.189	75.424	70.532	99.897	133.042	78.382	75.599	132.189	73.668	111.912	129.436	130.245	121.052	118.353	132.783	127.206	129.119	152.673	107.784	132.455	158.818	158.391	155.815	136.845
368.5	56.813	57.305	72.142	51.166	82.105	58.655	60.067	86.708	68.106	81.477	67.39	109.024	78.313	67.007	90.586	50.235	64.413	87.546	84.137	91.562	105.529	105.89	92.373	109.529	92.83	73.599	70.725	117.481	96.059	98.684	105.54	96.147	114.885	96.43	129.854	145.001	123.759	129.816	146.371	136.57	132.893	115.888	132.148	146.363	164.003	162.919	171.094	160.309	164.593
369	56.547	73.168	63.827	64.059	82.442	81.04	61.428	81.604	65.096	65.099	92.455	63.378	92.664	91.871	90.056	72.878	66.696	65.166	119.505	120.424	95.823	115.788	138.784	114.945	96.999	100.974	96.173	99.278	95.483	149.399	121.467	111.466	111.798	122.06	130.852	144.705	107.628	141.59	128.913	148.445	155.642	150.474	135.052	155.181	163.353	148.279	177.421	144.856	179.595
