Oldroyd;err;Garcia,a;err;Garcia,b;err
0.1079325721347662;0.02764473192471117;0.8726873483266013;0.2563005858545312;0.5652018336307711;0.10751334635862543
0.004873432413142817;0.009744069655018587;0.138582118960833;0.5135242197842168;0.24348852700496215;0.6359478211673083
0.0546514846818127;0.00800497077243205;0.0010000039618269015;0.0017028249992249512;1.6663068590792631;0.4363579978833022
0.1796146093374009;0.029648142848035068;0.6527990878758674;0.2723755453651526;0.5521245514620996;0.12605573205607096
0.038541297007427866;0.008911530024798477;0.01735331232905491;0.0255971171457298;0.8816870565751543;0.4180194422131094
-0.07568195545644392;0.018795516705603938;0.0010362282694049067;94.18223092501715;0.001;33.92394240432415
-0.0001826894794398651;0.009363229838496748;19.381076094889067;12876.064584776508;0.0015215570794943909;1.0074976239965214
0.24496965268067916;0.02067033336120597;0.0010000000113797747;0.000519397228051591;1.5843778661617838;0.9151459923918858
0.017482268651393084;0.010837956828936759;0.0010004382844145702;0.003121076709700098;3.0611878299686297;1.202010896888627
0.2987835535258555;0.06381736206002284;0.5710172798642374;0.1671943261505562;0.7167226275376334;0.16753635541381426
0.07621621830623235;0.008057466894699857;0.013431185592545459;0.007861151512116391;1.2143665897359122;0.17574053829208533
0.09573918145207233;0.010038049631158305;0.03959519069333345;0.014906691838577972;1.0044520685596443;0.12457009735523493
-0.3371203405803596;0.08661265341279957;7.845908854154249;344090.2929255371;0.0010000727694953796;43.66563243098367
0.14694400192171686;0.00953887368549866;0.02090199771385168;0.011247237432092914;1.1379280709867077;0.1516743954170756
0.03847111802069468;0.00908284415589888;0.11186254721098242;0.24175341218036914;0.3303257954929933;0.3709748140547233
0.28114184181212376;0.038011882549470695;2.5878552444312595;0.4210773584259221;0.3848833476950397;0.040227053616846496
0.15867379140261553;0.007632603623857405;0.01003621093078691;0.0044606953408177965;1.3381622135528959;0.1188102445606116
0.25897011445252;0.020448085362610592;0.35804397610842303;0.10712837057778307;0.7513095414285399;0.07867776148045946
1.861781597668908;1.0046738857232638;90.61256522560015;0.0;206.96610211758565;0.0
0.05039036616497393;0.01039378422910837;0.04426547503689724;0.02631508006068171;0.845486108488279;0.19509073087350384
0.07410764191515902;0.013560465304882249;0.1117786519422128;0.03457388385570756;0.8687358753032832;0.1259230220213959
0.10241978399304376;0.033962944236285264;1.268859346494573;0.47329188494654;0.487503778420205;0.1320077302810647
0.07247821750092072;0.012320306349807344;0.14463689318831352;0.03440885443548634;0.8867975632310244;0.09651922750715576
0.07637563250594194;0.014317707424075413;0.13992353689484946;0.046770607423302864;0.7140731930482797;0.12271611399795868
0.09447835738098337;0.03385492886569689;16.97165004194101;171.81333296454613;0.03284017875949894;0.3131082355490128
0.14272419911968193;0.04381339087632565;0.2768765825334371;0.10211506006055954;0.7566082609109815;0.22362035165236974
0.060406172686616265;0.01097575015026377;0.08371054202484668;0.044738054428935824;0.7024999440191804;0.16562072750264648
