Q(1/nm) TTAB100_norm_minus_branco1_norm.dat 
1.1139607E+00 8.6527175E+05 
1.1220570E+00 8.4903631E+05 
1.1301532E+00 8.2762050E+05 
1.1382495E+00 8.1956350E+05 
1.1463457E+00 8.3889212E+05 
1.1544420E+00 8.5761650E+05 
1.1625383E+00 8.2615969E+05 
1.1706345E+00 7.8911931E+05 
1.1787308E+00 8.5392500E+05 
1.1868271E+00 8.4153450E+05 
1.1949233E+00 8.3786294E+05 
1.2030196E+00 8.2506744E+05 
1.2111158E+00 8.2004600E+05 
1.2192122E+00 8.3210544E+05 
1.2273084E+00 8.5615438E+05 
1.2354046E+00 8.4192225E+05 
1.2435009E+00 8.1051881E+05 
1.2515972E+00 8.2079112E+05 
1.2596935E+00 8.3568544E+05 
1.2677897E+00 8.1605369E+05 
1.2758859E+00 8.3632644E+05 
1.2839823E+00 8.4179625E+05 
1.2920785E+00 8.5936469E+05 
1.3001748E+00 8.5639181E+05 
1.3082711E+00 8.3703025E+05 
1.3163674E+00 8.6680706E+05 
1.3244636E+00 8.0190175E+05 
1.3325598E+00 8.2288044E+05 
1.3406562E+00 8.1284675E+05 
1.3487524E+00 8.5029112E+05 
1.3568487E+00 8.6428006E+05 
1.3649449E+00 8.3479950E+05 
1.3730412E+00 8.5359406E+05 
1.3811375E+00 8.6063188E+05 
1.3892337E+00 8.5739650E+05 
1.3973300E+00 8.8581912E+05 
1.4054263E+00 8.7328525E+05 
1.4135225E+00 8.6144075E+05 
1.4216188E+00 8.6503162E+05 
1.4297150E+00 8.6929131E+05 
1.4378114E+00 8.7174912E+05 
1.4459076E+00 8.6478275E+05 
1.4540038E+00 8.9744631E+05 
1.4621001E+00 9.1832644E+05 
1.4701964E+00 8.9884025E+05 
1.4782927E+00 8.6190944E+05 
1.4863889E+00 8.6843438E+05 
1.4944851E+00 8.6927956E+05 
1.5025815E+00 8.9679706E+05 
1.5106777E+00 9.1007775E+05 
1.5187740E+00 9.0549131E+05 
1.5268703E+00 9.1809838E+05 
1.5349665E+00 9.2431869E+05 
1.5430628E+00 8.8313925E+05 
1.5511590E+00 8.9486912E+05 
1.5592554E+00 8.7397125E+05 
1.5673516E+00 9.1094850E+05 
1.5754479E+00 9.4063919E+05 
1.5835441E+00 9.2005488E+05 
1.5916404E+00 9.1597556E+05 
1.5997367E+00 8.9699244E+05 
1.6078329E+00 8.9060644E+05 
1.6159292E+00 9.4569344E+05 
1.6240255E+00 9.4810712E+05 
1.6321217E+00 9.0761269E+05 
1.6402180E+00 9.0659906E+05 
1.6483142E+00 9.2598531E+05 
1.6564106E+00 9.1326694E+05 
1.6645068E+00 9.1341344E+05 
1.6726030E+00 9.1416950E+05 
1.6806993E+00 9.0398481E+05 
1.6887956E+00 9.2166538E+05 
1.6968919E+00 9.3557162E+05 
1.7049881E+00 9.2882075E+05 
1.7130843E+00 9.4728056E+05 
1.7211807E+00 9.6964544E+05 
1.7292769E+00 9.6338456E+05 
1.7373732E+00 9.4788944E+05 
1.7454695E+00 9.5702481E+05 
1.7535657E+00 9.5391825E+05 
1.7616620E+00 9.4135956E+05 
1.7697582E+00 9.3812981E+05 
1.7778546E+00 9.4847925E+05 
1.7859508E+00 9.4207394E+05 
1.7940470E+00 9.4483331E+05 
1.8021433E+00 9.5026119E+05 
1.8102396E+00 9.5128900E+05 
1.8183359E+00 9.3335569E+05 
1.8264321E+00 9.2966281E+05 
1.8345284E+00 9.3238244E+05 
1.8426247E+00 9.5493231E+05 
1.8507209E+00 9.6363431E+05 
1.8588172E+00 9.6135269E+05 
1.8669134E+00 9.5085569E+05 
1.8750098E+00 9.2393825E+05 
1.8831060E+00 9.3552538E+05 
1.8912022E+00 9.7561088E+05 
1.8992985E+00 9.3520338E+05 
1.9073948E+00 9.5988981E+05 
1.9154911E+00 9.5292294E+05 
1.9235873E+00 9.4033569E+05 
1.9316835E+00 9.0940681E+05 
1.9397799E+00 9.5823900E+05 
1.9478761E+00 9.8015506E+05 
1.9559724E+00 9.5499750E+05 
1.9640687E+00 9.6069131E+05 
1.9721649E+00 9.5486425E+05 
1.9802612E+00 9.7579881E+05 
1.9883574E+00 9.9017381E+05 
1.9964538E+00 9.3192644E+05 
2.0045500E+00 9.5961250E+05 
2.0126462E+00 9.6399750E+05 
2.0207424E+00 9.6146025E+05 
2.0288386E+00 9.8144988E+05 
2.0369351E+00 9.6639981E+05 
2.0450313E+00 9.9125762E+05 
2.0531275E+00 9.8726450E+05 
2.0612240E+00 9.7907006E+05 
2.0693202E+00 9.3131362E+05 
2.0774164E+00 9.4037681E+05 
2.0855126E+00 9.5749794E+05 
2.0936089E+00 9.7044181E+05 
2.1017051E+00 9.8060225E+05 
2.1098013E+00 9.7757431E+05 
2.1178977E+00 9.5656400E+05 
2.1259940E+00 9.8095625E+05 
2.1340902E+00 9.9877475E+05 
2.1421864E+00 9.7135781E+05 
2.1502829E+00 9.7479488E+05 
2.1583791E+00 9.4501988E+05 
2.1664753E+00 9.7210112E+05 
2.1745715E+00 9.5669850E+05 
2.1826677E+00 9.2913844E+05 
2.1907642E+00 9.4680275E+05 
2.1988604E+00 9.5405669E+05 
2.2069566E+00 9.5418288E+05 
2.2150528E+00 9.4406225E+05 
2.2231493E+00 9.4729638E+05 
2.2312455E+00 9.2812831E+05 
2.2393417E+00 9.2979094E+05 
2.2474380E+00 9.3519256E+05 
2.2555342E+00 9.2134788E+05 
2.2636306E+00 9.2657644E+05 
2.2717268E+00 9.6997412E+05 
2.2798231E+00 9.8842938E+05 
2.2879193E+00 9.6236638E+05 
2.2960155E+00 9.4868125E+05 
2.3041120E+00 9.3290612E+05 
2.3122082E+00 9.3501800E+05 
2.3203044E+00 9.2371869E+05 
2.3284006E+00 9.4860262E+05 
2.3364968E+00 9.3811994E+05 
2.3445933E+00 9.2200900E+05 
2.3526895E+00 9.0495362E+05 
2.3607857E+00 9.1729094E+05 
2.3688819E+00 9.1710588E+05 
2.3769782E+00 9.3109144E+05 
2.3850746E+00 9.5313619E+05 
2.3931708E+00 9.0624088E+05 
2.4012671E+00 9.1505412E+05 
2.4093633E+00 9.2602650E+05 
2.4174595E+00 8.9621125E+05 
2.4255559E+00 9.1925069E+05 
2.4336522E+00 9.4247594E+05 
2.4417484E+00 9.2305544E+05 
2.4498446E+00 9.2346300E+05 
2.4579408E+00 9.1188062E+05 
2.4660373E+00 9.1057631E+05 
2.4741335E+00 8.7310481E+05 
2.4822297E+00 8.9184662E+05 
2.4903259E+00 8.8761225E+05 
2.4984221E+00 8.5361169E+05 
2.5065186E+00 8.8255569E+05 
2.5146148E+00 8.5545469E+05 
2.5227110E+00 8.6593831E+05 
2.5308073E+00 9.0668194E+05 
2.5389035E+00 9.0974631E+05 
2.5469999E+00 8.8298012E+05 
2.5550961E+00 8.7103594E+05 
2.5631924E+00 8.8813144E+05 
2.5712886E+00 8.8117656E+05 
2.5793848E+00 8.7653431E+05 
2.5874813E+00 8.7571556E+05 
2.5955775E+00 8.6467438E+05 
2.6036737E+00 8.7762019E+05 
2.6117699E+00 8.5473925E+05 
2.6198661E+00 8.7554631E+05 
2.6279626E+00 8.6747994E+05 
2.6360588E+00 8.5409394E+05 
2.6441550E+00 8.6915450E+05 
2.6522512E+00 8.4923556E+05 
2.6603475E+00 8.9986162E+05 
2.6684439E+00 8.4204244E+05 
2.6765401E+00 7.9549669E+05 
2.6846364E+00 8.0037488E+05 
2.6927326E+00 8.2412138E+05 
2.7008288E+00 8.3884544E+05 
2.7089252E+00 8.4433981E+05 
2.7170215E+00 8.2815375E+05 
2.7251177E+00 8.5845269E+05 
2.7332139E+00 8.6482112E+05 
2.7413104E+00 8.4616900E+05 
2.7494066E+00 8.4953644E+05 
2.7575028E+00 8.6153062E+05 
2.7655990E+00 8.5642406E+05 
2.7736952E+00 8.5750562E+05 
2.7817917E+00 8.3237019E+05 
2.7898879E+00 8.5946062E+05 
2.7979841E+00 8.6831244E+05 
2.8060803E+00 8.1242538E+05 
2.8141766E+00 8.4715169E+05 
2.8222730E+00 8.0000356E+05 
2.8303692E+00 8.2481006E+05 
2.8384655E+00 8.0905988E+05 
2.8465617E+00 8.1683844E+05 
2.8546579E+00 8.3460312E+05 
2.8627543E+00 8.2144825E+05 
2.8708506E+00 8.2546406E+05 
2.8789468E+00 8.4151906E+05 
2.8870430E+00 8.1238712E+05 
2.8951392E+00 8.3480306E+05 
2.9032357E+00 8.3286300E+05 
2.9113319E+00 8.1605850E+05 
2.9194281E+00 8.2271362E+05 
2.9275243E+00 7.8852169E+05 
2.9356205E+00 7.8878750E+05 
2.9437170E+00 8.0765281E+05 
2.9518132E+00 8.1749631E+05 
2.9599094E+00 8.3103881E+05 
2.9680057E+00 8.2985525E+05 
2.9761019E+00 7.8286869E+05 
2.9841983E+00 8.4653331E+05 
2.9922945E+00 8.3703325E+05 
3.0003908E+00 8.3312025E+05 
3.0084870E+00 8.1668156E+05 
3.0165832E+00 8.3756119E+05 
3.0246797E+00 8.7412144E+05 
3.0327759E+00 8.1551812E+05 
3.0408721E+00 8.2463619E+05 
3.0489683E+00 8.1077219E+05 
3.0570645E+00 8.1411506E+05 
3.0651610E+00 7.9172519E+05 
3.0732572E+00 8.3859338E+05 
3.0813534E+00 8.1343850E+05 
3.0894496E+00 8.3008225E+05 
3.0975459E+00 8.0520056E+05 
3.1056423E+00 8.2970612E+05 
3.1137385E+00 8.0285631E+05 
3.1218348E+00 7.9562544E+05 
3.1299310E+00 7.8999594E+05 
3.1380272E+00 8.1285812E+05 
3.1461236E+00 8.7410475E+05 
3.1542199E+00 8.3212525E+05 
3.1623161E+00 8.4914062E+05 
3.1704123E+00 8.2371544E+05 
3.1785085E+00 7.9927119E+05 
3.1866050E+00 7.9481550E+05 
3.1947012E+00 7.9238212E+05 
3.2027974E+00 8.2885081E+05 
3.2108936E+00 8.5423738E+05 
3.2189898E+00 7.9884488E+05 
3.2270863E+00 7.6187512E+05 
3.2351825E+00 7.8099262E+05 
3.2432787E+00 8.2876194E+05 
3.2513750E+00 8.3436481E+05 
3.2594714E+00 7.9859150E+05 
3.2675676E+00 7.9421412E+05 
3.2756639E+00 8.0664212E+05 
3.2837601E+00 8.0584594E+05 
3.2918563E+00 7.7966581E+05 
3.2999527E+00 7.6170525E+05 
3.3080490E+00 7.9352938E+05 
3.3161452E+00 7.8743400E+05 
3.3242414E+00 8.0489812E+05 
3.3323376E+00 7.9621788E+05 
3.3404341E+00 8.0452088E+05 
3.3485303E+00 7.7685162E+05 
3.3566265E+00 8.3795388E+05 
3.3647227E+00 7.9197325E+05 
3.3728189E+00 7.9564956E+05 
3.3809154E+00 8.3843706E+05 
3.3890116E+00 8.3093456E+05 
3.3971078E+00 8.0954731E+05 
3.4052041E+00 7.7952931E+05 
3.4133003E+00 7.8924888E+05 
3.4213967E+00 8.2954156E+05 
3.4294930E+00 8.0041756E+05 
3.4375892E+00 7.7888788E+05 
3.4456854E+00 7.8753531E+05 
3.4537816E+00 7.8060106E+05 
3.4618781E+00 7.5456788E+05 
3.4699743E+00 7.7223381E+05 
3.4780705E+00 8.1337850E+05 
3.4861667E+00 8.0043956E+05 
3.4942629E+00 7.9220169E+05 
3.5023594E+00 7.7852662E+05 
3.5104556E+00 7.6055162E+05 
3.5185518E+00 7.7911206E+05 
3.5266480E+00 7.6790600E+05 
3.5347443E+00 7.7391250E+05 
3.5428407E+00 7.6814331E+05 
3.5509369E+00 7.9529856E+05 
3.5590332E+00 8.2491419E+05 
3.5671294E+00 8.3183000E+05 
3.5752256E+00 8.1112894E+05 
3.5833220E+00 7.6868100E+05 
3.5914183E+00 7.6157375E+05 
3.5995145E+00 7.8827062E+05 
3.6076107E+00 7.6537388E+05 
3.6157069E+00 8.0756088E+05 
3.6238034E+00 7.8082806E+05 
3.6318996E+00 7.9002875E+05 
3.6399958E+00 8.2774912E+05 
3.6480920E+00 8.1579331E+05 
3.6561882E+00 8.1999669E+05 
3.6642847E+00 8.0518975E+05 
3.6723809E+00 7.4398238E+05 
3.6804771E+00 7.6757056E+05 
3.6885734E+00 7.3713669E+05 
3.6966696E+00 7.9264981E+05 
3.7047660E+00 8.1776388E+05 
3.7128623E+00 8.1021550E+05 
3.7209585E+00 8.2713962E+05 
3.7290547E+00 7.9128588E+05 
3.7371509E+00 7.7953525E+05 
3.7452474E+00 7.9008981E+05 
3.7533436E+00 7.9138575E+05 
3.7614398E+00 7.3018919E+05 
3.7695360E+00 7.5597362E+05 
3.7776325E+00 7.6200388E+05 
3.7857287E+00 7.9365156E+05 
3.7938249E+00 8.2131688E+05 
3.8019211E+00 8.0998481E+05 
3.8100173E+00 7.6453781E+05 
3.8181138E+00 8.2178469E+05 
3.8262100E+00 7.8514950E+05 
3.8343062E+00 7.7684444E+05 
3.8424025E+00 7.5500844E+05 
3.8504987E+00 7.7976956E+05 
3.8585951E+00 7.5247925E+05 
3.8666914E+00 7.6620256E+05 
3.8747876E+00 7.4925606E+05 
3.8828838E+00 7.8191425E+05 
3.8909800E+00 7.6309775E+05 
3.8990765E+00 7.6398750E+05 
3.9071727E+00 7.5232638E+05 
3.9152689E+00 7.4187175E+05 
3.9233651E+00 7.4830294E+05 
3.9314613E+00 7.4898581E+05 
3.9395578E+00 7.5961469E+05 
3.9476540E+00 7.6671231E+05 
3.9557502E+00 7.7799012E+05 
3.9638464E+00 7.5540269E+05 
3.9719427E+00 7.6744244E+05 
3.9800391E+00 7.2761538E+05 
3.9881353E+00 7.4904000E+05 
3.9962316E+00 7.8270369E+05 
4.0043278E+00 7.4124912E+05 
4.0124240E+00 7.6746162E+05 
4.0205202E+00 7.4490225E+05 
4.0286169E+00 7.5549875E+05 
4.0367126E+00 7.1647212E+05 
4.0448093E+00 7.2999188E+05 
4.0529051E+00 7.5067350E+05 
4.0610018E+00 7.6402119E+05 
4.0690980E+00 7.3511544E+05 
4.0771942E+00 7.1712988E+05 
4.0852904E+00 7.1199619E+05 
4.0933867E+00 7.2652456E+05 
4.1014833E+00 7.3866369E+05 
4.1095791E+00 7.5350550E+05 
4.1176758E+00 7.2023612E+05 
4.1257715E+00 7.1204694E+05 
4.1338682E+00 7.7985569E+05 
4.1419644E+00 7.5490525E+05 
4.1500607E+00 7.4810675E+05 
4.1581569E+00 7.2930450E+05 
4.1662531E+00 7.6406419E+05 
4.1743493E+00 7.4109488E+05 
4.1824455E+00 7.7639388E+05 
4.1905417E+00 7.6687094E+05 
4.1986384E+00 7.4266131E+05 
4.2067347E+00 7.8168119E+05 
4.2148309E+00 7.5188275E+05 
4.2229271E+00 7.2247212E+05 
4.2310233E+00 7.4108906E+05 
4.2391195E+00 7.1277606E+05 
4.2472157E+00 7.2085906E+05 
4.2553120E+00 7.3381569E+05 
4.2634082E+00 7.8255731E+05 
4.2715044E+00 7.7435012E+05 
4.2796011E+00 7.7200544E+05 
4.2876973E+00 7.7327312E+05 
4.2957935E+00 7.6383481E+05 
4.3038898E+00 7.5483419E+05 
4.3119860E+00 7.3724475E+05 
4.3200822E+00 7.6651750E+05 
4.3281784E+00 7.4998900E+05 
4.3362746E+00 7.6666231E+05 
4.3443708E+00 7.6868431E+05 
4.3524671E+00 7.5011731E+05 
4.3605638E+00 7.7981819E+05 
4.3686600E+00 7.8272731E+05 
4.3767562E+00 7.9843794E+05 
4.3848524E+00 7.6680688E+05 
4.3929486E+00 7.7008438E+05 
4.4010448E+00 8.0170919E+05 
4.4091411E+00 8.0744062E+05 
4.4172373E+00 8.0600075E+05 
4.4253335E+00 7.8099750E+05 
4.4334297E+00 7.8750150E+05 
4.4415264E+00 7.7078056E+05 
4.4496226E+00 7.9335875E+05 
4.4577188E+00 7.8307056E+05 
4.4658151E+00 7.9552812E+05 
4.4739113E+00 8.0345912E+05 
4.4820075E+00 7.7454750E+05 
4.4901037E+00 7.5738044E+05 
4.4981999E+00 7.8332806E+05 
4.5062962E+00 7.9956300E+05 
4.5143924E+00 7.5694788E+05 
4.5224891E+00 7.8253200E+05 
4.5305853E+00 7.6319056E+05 
4.5386815E+00 7.9901700E+05 
4.5467777E+00 8.0050194E+05 
4.5548739E+00 8.1546588E+05 
4.5629702E+00 8.3046350E+05 
4.5710664E+00 7.9604619E+05 
4.5791626E+00 7.9796125E+05 
4.5872588E+00 8.0283156E+05 
4.5953555E+00 7.7492925E+05 
4.6034517E+00 7.8905844E+05 
4.6115479E+00 7.9432819E+05 
4.6196442E+00 7.8425000E+05 
4.6277404E+00 7.9436819E+05 
4.6358366E+00 8.0121012E+05 
4.6439328E+00 7.9841131E+05 
4.6520290E+00 7.6750306E+05 
4.6601253E+00 7.8655288E+05 
4.6682215E+00 7.7239562E+05 
4.6763182E+00 7.8401519E+05 
4.6844144E+00 8.0249488E+05 
4.6925106E+00 8.2277425E+05 
4.7006068E+00 8.1739044E+05 
4.7087030E+00 7.9995306E+05 
4.7167993E+00 7.8787369E+05 
4.7248955E+00 8.3097994E+05 
4.7329917E+00 8.3415738E+05 
4.7410879E+00 7.9649712E+05 
4.7491841E+00 8.2756088E+05 
4.7572808E+00 8.2915369E+05 
4.7653770E+00 8.0923125E+05 
4.7734733E+00 8.2290206E+05 
4.7815695E+00 7.6869675E+05 
4.7896657E+00 8.1194938E+05 
4.7977619E+00 8.2499319E+05 
4.8058581E+00 7.8414738E+05 
4.8139544E+00 8.2022356E+05 
4.8220506E+00 8.1227662E+05 
4.8301468E+00 7.8627644E+05 
4.8382435E+00 8.0757125E+05 
4.8463397E+00 8.1026662E+05 
4.8544359E+00 8.1831481E+05 
4.8625321E+00 8.4065738E+05 
4.8706284E+00 8.1224538E+05 
4.8787246E+00 7.8880338E+05 
4.8868208E+00 8.4245031E+05 
4.8949170E+00 8.3812162E+05 
4.9030132E+00 8.3634369E+05 
4.9111094E+00 8.4073319E+05 
4.9192061E+00 8.2535412E+05 
4.9273024E+00 7.9055262E+05 
4.9353986E+00 7.9853294E+05 
4.9434948E+00 7.7719231E+05 
4.9515910E+00 8.2308706E+05 
4.9596872E+00 8.4317506E+05 
4.9677835E+00 8.4384006E+05 
4.9758797E+00 8.7057675E+05 
4.9839759E+00 8.9530394E+05 
4.9920721E+00 8.5608594E+05 
5.0001688E+00 8.7140944E+05 
5.0082650E+00 8.8504175E+05 
5.0163612E+00 7.9111569E+05 
5.0244575E+00 9.1389875E+05 
5.0325537E+00 1.0130622E+06 
5.0406499E+00 8.0500350E+05 
5.0487461E+00 8.0812775E+05 
5.0568423E+00 8.8526588E+05 
5.0649385E+00 9.2679406E+05 
