Q(1/nm) DTAB300_norm_minus_branco1_norm.dat 
3.2594714E+00 1.2382842E+06 
3.2675676E+00 1.2635358E+06 
3.2756639E+00 1.3257546E+06 
3.2837601E+00 1.2587338E+06 
3.2918563E+00 1.3035885E+06 
3.2999527E+00 1.2692219E+06 
3.3080490E+00 1.2710791E+06 
3.3161452E+00 1.2748714E+06 
3.3242414E+00 1.3014578E+06 
3.3323376E+00 1.2685349E+06 
3.3404341E+00 1.2575831E+06 
3.3485303E+00 1.1918975E+06 
3.3566265E+00 1.2397130E+06 
3.3647227E+00 1.2786749E+06 
3.3728189E+00 1.2816409E+06 
3.3809154E+00 1.3165165E+06 
3.3890116E+00 1.2549740E+06 
3.3971078E+00 1.3033282E+06 
3.4052041E+00 1.2916898E+06 
3.4133003E+00 1.2800455E+06 
3.4213967E+00 1.2795930E+06 
3.4294930E+00 1.2804784E+06 
3.4375892E+00 1.2937944E+06 
3.4456854E+00 1.2667481E+06 
3.4537816E+00 1.2824148E+06 
3.4618781E+00 1.2922749E+06 
3.4699743E+00 1.2466984E+06 
3.4780705E+00 1.2717470E+06 
3.4861667E+00 1.2995241E+06 
3.4942629E+00 1.2831552E+06 
3.5023594E+00 1.2676082E+06 
3.5104556E+00 1.2607702E+06 
3.5185518E+00 1.2461529E+06 
3.5266480E+00 1.3033810E+06 
3.5347443E+00 1.2619982E+06 
3.5428407E+00 1.2403655E+06 
3.5509369E+00 1.2304412E+06 
3.5590332E+00 1.2865338E+06 
3.5671294E+00 1.3013108E+06 
3.5752256E+00 1.3148966E+06 
3.5833220E+00 1.2920146E+06 
3.5914183E+00 1.2780845E+06 
3.5995145E+00 1.3206148E+06 
3.6076107E+00 1.3353689E+06 
3.6157069E+00 1.2621010E+06 
3.6238034E+00 1.2534564E+06 
3.6318996E+00 1.2782829E+06 
3.6399958E+00 1.2805640E+06 
3.6480920E+00 1.2372619E+06 
3.6561882E+00 1.2864524E+06 
3.6642847E+00 1.2437646E+06 
3.6723809E+00 1.2343980E+06 
3.6804771E+00 1.2225701E+06 
3.6885734E+00 1.2387685E+06 
3.6966696E+00 1.2898289E+06 
3.7047660E+00 1.2663784E+06 
3.7128623E+00 1.2573286E+06 
3.7209585E+00 1.2280751E+06 
3.7290547E+00 1.2374342E+06 
3.7371509E+00 1.2131630E+06 
3.7452474E+00 1.2018535E+06 
3.7533436E+00 1.2150262E+06 
3.7614398E+00 1.2534814E+06 
3.7695360E+00 1.2256714E+06 
3.7776325E+00 1.2932460E+06 
3.7857287E+00 1.2800040E+06 
3.7938249E+00 1.2890979E+06 
3.8019211E+00 1.2210229E+06 
3.8100173E+00 1.2592468E+06 
3.8181138E+00 1.2748162E+06 
3.8262100E+00 1.2897350E+06 
3.8343062E+00 1.2533164E+06 
3.8424025E+00 1.2263454E+06 
3.8504987E+00 1.2871439E+06 
3.8585951E+00 1.2794259E+06 
3.8666914E+00 1.2546220E+06 
3.8747876E+00 1.2970611E+06 
3.8828838E+00 1.2998484E+06 
3.8909800E+00 1.2359789E+06 
3.8990765E+00 1.2609666E+06 
3.9071727E+00 1.2333115E+06 
3.9152689E+00 1.2006336E+06 
3.9233651E+00 1.2378192E+06 
3.9314613E+00 1.2379874E+06 
3.9395578E+00 1.2425461E+06 
3.9476540E+00 1.2276975E+06 
3.9557502E+00 1.2429030E+06 
3.9638464E+00 1.2140906E+06 
3.9719427E+00 1.2364309E+06 
3.9800391E+00 1.2393392E+06 
3.9881353E+00 1.2363459E+06 
3.9962316E+00 1.2421290E+06 
4.0043278E+00 1.2265315E+06 
4.0124240E+00 1.2211065E+06 
4.0205202E+00 1.1962491E+06 
4.0286169E+00 1.2012704E+06 
4.0367126E+00 1.2423746E+06 
4.0448093E+00 1.2052058E+06 
4.0529051E+00 1.2712090E+06 
4.0610018E+00 1.2987105E+06 
4.0690980E+00 1.2878134E+06 
4.0771942E+00 1.2929116E+06 
4.0852904E+00 1.2439839E+06 
4.0933867E+00 1.2499304E+06 
4.1014833E+00 1.2731074E+06 
4.1095791E+00 1.2433874E+06 
4.1176758E+00 1.2532182E+06 
4.1257715E+00 1.2365731E+06 
4.1338682E+00 1.2732975E+06 
4.1419644E+00 1.2393148E+06 
4.1500607E+00 1.2470605E+06 
4.1581569E+00 1.2315466E+06 
4.1662531E+00 1.2687509E+06 
4.1743493E+00 1.2055842E+06 
4.1824455E+00 1.2400814E+06 
4.1905417E+00 1.2605331E+06 
4.1986384E+00 1.2219612E+06 
4.2067347E+00 1.2271520E+06 
4.2148309E+00 1.2151201E+06 
4.2229271E+00 1.1777735E+06 
4.2310233E+00 1.2168408E+06 
4.2391195E+00 1.2329910E+06 
4.2472157E+00 1.2582088E+06 
4.2553120E+00 1.2324095E+06 
4.2634082E+00 1.2588502E+06 
4.2715044E+00 1.2163018E+06 
4.2796011E+00 1.2451134E+06 
4.2876973E+00 1.2806586E+06 
4.2957935E+00 1.2852856E+06 
4.3038898E+00 1.2063821E+06 
4.3119860E+00 1.1970490E+06 
4.3200822E+00 1.2268149E+06 
4.3281784E+00 1.2176234E+06 
4.3362746E+00 1.2259019E+06 
4.3443708E+00 1.2327050E+06 
4.3524671E+00 1.2453218E+06 
4.3605638E+00 1.2543526E+06 
4.3686600E+00 1.2232695E+06 
4.3767562E+00 1.2384618E+06 
4.3848524E+00 1.2556271E+06 
4.3929486E+00 1.2365999E+06 
4.4010448E+00 1.3191806E+06 
4.4091411E+00 1.3243726E+06 
4.4172373E+00 1.2631251E+06 
4.4253335E+00 1.2639929E+06 
4.4334297E+00 1.2746989E+06 
4.4415264E+00 1.2709216E+06 
4.4496226E+00 1.2765248E+06 
4.4577188E+00 1.2937386E+06 
4.4658151E+00 1.2774389E+06 
4.4739113E+00 1.2168235E+06 
4.4820075E+00 1.2060322E+06 
4.4901037E+00 1.2172345E+06 
4.4981999E+00 1.1985501E+06 
4.5062962E+00 1.2433424E+06 
4.5143924E+00 1.2586974E+06 
4.5224891E+00 1.2952885E+06 
4.5305853E+00 1.2949674E+06 
4.5386815E+00 1.2839482E+06 
4.5467777E+00 1.2424591E+06 
4.5548739E+00 1.3096461E+06 
4.5629702E+00 1.2565619E+06 
4.5710664E+00 1.2287028E+06 
4.5791626E+00 1.3058178E+06 
4.5872588E+00 1.2535109E+06 
4.5953555E+00 1.2648578E+06 
4.6034517E+00 1.2637752E+06 
4.6115479E+00 1.2531218E+06 
4.6196442E+00 1.3305140E+06 
4.6277404E+00 1.3162172E+06 
4.6358366E+00 1.2419122E+06 
4.6439328E+00 1.2485008E+06 
4.6520290E+00 1.2381822E+06 
4.6601253E+00 1.2448594E+06 
4.6682215E+00 1.2139082E+06 
4.6763182E+00 1.2150718E+06 
4.6844144E+00 1.2815429E+06 
4.6925106E+00 1.2610066E+06 
4.7006068E+00 1.2574918E+06 
4.7087030E+00 1.2590531E+06 
4.7167993E+00 1.1924636E+06 
4.7248955E+00 1.2884879E+06 
4.7329917E+00 1.3507369E+06 
4.7410879E+00 1.3339089E+06 
4.7491841E+00 1.2865082E+06 
4.7572808E+00 1.2574965E+06 
4.7653770E+00 1.2928192E+06 
4.7734733E+00 1.2840666E+06 
4.7815695E+00 1.3461966E+06 
4.7896657E+00 1.2801365E+06 
4.7977619E+00 1.2771060E+06 
4.8058581E+00 1.2274644E+06 
4.8139544E+00 1.3079830E+06 
4.8220506E+00 1.2954248E+06 
4.8301468E+00 1.3430874E+06 
4.8382435E+00 1.3383039E+06 
4.8463397E+00 1.2391212E+06 
4.8544359E+00 1.2630742E+06 
4.8625321E+00 1.2993632E+06 
4.8706284E+00 1.2878586E+06 
4.8787246E+00 1.2400984E+06 
4.8868208E+00 1.2870392E+06 
4.8949170E+00 1.3390266E+06 
4.9030132E+00 1.3041945E+06 
4.9111094E+00 1.2803408E+06 
4.9192061E+00 1.2797226E+06 
4.9273024E+00 1.2800868E+06 
4.9353986E+00 1.3005548E+06 
4.9434948E+00 1.2715909E+06 
4.9515910E+00 1.2504214E+06 
4.9596872E+00 1.3198470E+06 
4.9677835E+00 1.2364328E+06 
4.9758797E+00 1.2427742E+06 
4.9839759E+00 1.2383496E+06 
4.9920721E+00 1.2456275E+06 
5.0001688E+00 1.2444680E+06 
5.0082650E+00 1.2892786E+06 
5.0163612E+00 1.3274391E+06 
5.0244575E+00 1.2344906E+06 
5.0325537E+00 1.2520362E+06 
5.0406499E+00 1.1735234E+06 
5.0487461E+00 1.0682949E+06 
5.0568423E+00 7.8061431E+05 
5.0649385E+00 5.9800956E+05 
