Q(1/nm) DTAB100_norm_minus_branco1_norm.dat 
1.3431242E-01 1.7416928E+07 
1.4240868E-01 1.7326772E+07 
1.5050495E-01 1.7050702E+07 
1.5860121E-01 1.6692620E+07 
1.6669747E-01 1.6351868E+07 
1.7479375E-01 1.6709798E+07 
1.8289001E-01 1.7291756E+07 
1.9098628E-01 1.7535416E+07 
1.9908255E-01 1.8168174E+07 
2.0717882E-01 1.8200236E+07 
2.1527508E-01 1.8852700E+07 
2.2337136E-01 1.9257482E+07 
2.3146760E-01 1.9152474E+07 
2.3956388E-01 1.8697066E+07 
2.4766015E-01 1.7547468E+07 
2.5575641E-01 1.5882925E+07 
2.6385269E-01 1.3863825E+07 
2.7194893E-01 1.1744374E+07 
2.8004521E-01 1.0035044E+07 
2.8814149E-01 8.3876670E+06 
2.9623777E-01 7.1270660E+06 
3.0433401E-01 6.0277995E+06 
3.1243026E-01 5.3530585E+06 
3.2052654E-01 4.6835590E+06 
3.2862282E-01 4.2354400E+06 
3.3671910E-01 3.8620145E+06 
3.4481534E-01 3.6907430E+06 
3.5291159E-01 3.4070548E+06 
3.6100787E-01 3.3351448E+06 
3.6910415E-01 3.2578625E+06 
3.7720042E-01 3.2344920E+06 
3.8529667E-01 3.0974710E+06 
3.9339295E-01 3.1212492E+06 
4.0148920E-01 3.0773615E+06 
4.0958548E-01 3.0165892E+06 
4.1768175E-01 2.9814490E+06 
4.2577800E-01 3.0875560E+06 
4.3387428E-01 3.2099890E+06 
4.4197056E-01 3.1228308E+06 
4.5006680E-01 3.0683450E+06 
4.5816308E-01 3.1426850E+06 
4.6625933E-01 3.1840148E+06 
4.7435561E-01 3.0549920E+06 
4.8245189E-01 3.0737578E+06 
4.9054813E-01 3.0032048E+06 
4.9864441E-01 2.8556875E+06 
5.0674069E-01 2.7236445E+06 
5.1483691E-01 2.6837735E+06 
5.2293324E-01 2.6056845E+06 
5.3102946E-01 2.3295558E+06 
5.3912574E-01 2.1936375E+06 
5.4722202E-01 2.1021168E+06 
5.5531824E-01 1.9996899E+06 
5.6341457E-01 1.9491774E+06 
5.7151079E-01 1.9336730E+06 
5.7960707E-01 1.7865632E+06 
5.8770335E-01 1.6630195E+06 
5.9579957E-01 1.6545692E+06 
6.0389590E-01 1.6391831E+06 
6.1199212E-01 1.6161876E+06 
6.2008840E-01 1.5740171E+06 
6.2818468E-01 1.5811412E+06 
6.3628095E-01 1.5261702E+06 
6.4437723E-01 1.5711952E+06 
6.5247345E-01 1.4977246E+06 
6.6056973E-01 1.4498070E+06 
6.6866601E-01 1.4295651E+06 
6.7676228E-01 1.4443449E+06 
6.8485856E-01 1.4426788E+06 
6.9295478E-01 1.3842969E+06 
7.0105106E-01 1.3620762E+06 
7.0914733E-01 1.3559382E+06 
7.1724361E-01 1.3675118E+06 
7.2533989E-01 1.2900170E+06 
7.3343617E-01 1.2822796E+06 
7.4153239E-01 1.3261902E+06 
7.4962866E-01 1.3532300E+06 
7.5772494E-01 1.2730778E+06 
7.6582122E-01 1.1993185E+06 
7.7391750E-01 1.2921300E+06 
7.8201371E-01 1.2250332E+06 
7.9010999E-01 1.2249770E+06 
7.9820627E-01 1.2148780E+06 
8.0630255E-01 1.2314002E+06 
8.1439883E-01 1.1828812E+06 
8.2249504E-01 1.1745179E+06 
8.3059132E-01 1.1950126E+06 
8.3868760E-01 1.1438568E+06 
8.4678388E-01 1.1366768E+06 
8.5488015E-01 1.0968770E+06 
8.6297643E-01 1.1034386E+06 
8.7107265E-01 1.0888488E+06 
8.7916893E-01 1.0832332E+06 
8.8726521E-01 1.0596130E+06 
8.9536148E-01 1.0565864E+06 
9.0345776E-01 1.1022429E+06 
9.1155398E-01 1.0844489E+06 
9.1965026E-01 1.0741198E+06 
9.2774653E-01 1.0484961E+06 
9.3584281E-01 9.9152831E+05 
9.4393909E-01 1.0406761E+06 
9.5203531E-01 1.0127119E+06 
9.6013159E-01 1.0340618E+06 
9.6822786E-01 9.9204738E+05 
9.7632414E-01 1.0343046E+06 
9.8442042E-01 1.0076680E+06 
9.9251670E-01 9.9538862E+05 
1.0006130E+00 1.0179866E+06 
1.0087092E+00 9.7631875E+05 
1.0168054E+00 9.7946888E+05 
1.0249017E+00 1.0242292E+06 
1.0329981E+00 9.6785462E+05 
1.0410943E+00 9.5387194E+05 
1.0491905E+00 9.9081838E+05 
1.0572867E+00 1.0051742E+06 
1.0653831E+00 9.5972038E+05 
1.0734794E+00 1.0081093E+06 
1.0815756E+00 1.0091962E+06 
1.0896719E+00 9.5390450E+05 
1.0977681E+00 9.6869831E+05 
1.1058644E+00 1.0014905E+06 
1.1139607E+00 9.6250800E+05 
1.1220570E+00 9.5784762E+05 
1.1301532E+00 9.5122625E+05 
1.1382495E+00 9.8383050E+05 
1.1463457E+00 9.9864588E+05 
1.1544420E+00 9.5929050E+05 
1.1625383E+00 9.3971062E+05 
1.1706345E+00 9.6920044E+05 
1.1787308E+00 9.7998000E+05 
1.1868271E+00 9.7622638E+05 
1.1949233E+00 9.7235244E+05 
1.2030196E+00 9.8211250E+05 
1.2111158E+00 9.9002250E+05 
1.2192122E+00 9.6501988E+05 
1.2273084E+00 9.3383188E+05 
1.2354046E+00 9.2551450E+05 
1.2435009E+00 9.2868862E+05 
1.2515972E+00 9.6015500E+05 
1.2596935E+00 9.5222519E+05 
1.2677897E+00 1.0019320E+06 
1.2758859E+00 9.2091088E+05 
1.2839823E+00 9.5142550E+05 
1.2920785E+00 9.8730131E+05 
1.3001748E+00 9.7514919E+05 
1.3082711E+00 9.7252431E+05 
1.3163674E+00 9.3514794E+05 
1.3244636E+00 9.6385169E+05 
1.3325598E+00 9.5327969E+05 
1.3406562E+00 9.4155844E+05 
1.3487524E+00 9.2303969E+05 
1.3568487E+00 9.4854919E+05 
1.3649449E+00 9.3769544E+05 
1.3730412E+00 9.9756675E+05 
1.3811375E+00 9.8979569E+05 
1.3892337E+00 9.3073638E+05 
1.3973300E+00 9.8415900E+05 
1.4054263E+00 9.4650369E+05 
1.4135225E+00 9.4116350E+05 
1.4216188E+00 9.3139419E+05 
1.4297150E+00 9.4656619E+05 
1.4378114E+00 9.8291612E+05 
1.4459076E+00 9.7040388E+05 
1.4540038E+00 9.6543038E+05 
1.4621001E+00 9.6862550E+05 
1.4701964E+00 9.6997219E+05 
1.4782927E+00 9.4037438E+05 
1.4863889E+00 9.1260881E+05 
1.4944851E+00 9.3000656E+05 
1.5025815E+00 9.8998075E+05 
1.5106777E+00 9.7111831E+05 
1.5187740E+00 9.5300594E+05 
1.5268703E+00 9.6396994E+05 
1.5349665E+00 9.6482531E+05 
1.5430628E+00 9.7061525E+05 
1.5511590E+00 9.4600450E+05 
1.5592554E+00 9.5423994E+05 
1.5673516E+00 9.6346088E+05 
1.5754479E+00 9.7112969E+05 
1.5835441E+00 9.3053231E+05 
1.5916404E+00 9.6886069E+05 
1.5997367E+00 9.4602006E+05 
1.6078329E+00 9.4324238E+05 
1.6159292E+00 9.9529531E+05 
1.6240255E+00 9.7170919E+05 
1.6321217E+00 9.3759100E+05 
1.6402180E+00 9.4186419E+05 
1.6483142E+00 9.8468950E+05 
1.6564106E+00 9.7779488E+05 
1.6645068E+00 9.3840675E+05 
1.6726030E+00 9.2570950E+05 
1.6806993E+00 9.3495412E+05 
1.6887956E+00 9.8472825E+05 
1.6968919E+00 9.8788931E+05 
1.7049881E+00 9.4433212E+05 
1.7130843E+00 9.7936381E+05 
1.7211807E+00 9.5974431E+05 
1.7292769E+00 9.8570256E+05 
1.7373732E+00 9.8632281E+05 
1.7454695E+00 9.6507588E+05 
1.7535657E+00 9.5035300E+05 
1.7616620E+00 9.5283038E+05 
1.7697582E+00 9.5261956E+05 
1.7778546E+00 9.5146794E+05 
1.7859508E+00 9.6247912E+05 
1.7940470E+00 1.0038396E+06 
1.8021433E+00 9.6893388E+05 
1.8102396E+00 9.5684556E+05 
1.8183359E+00 9.6565719E+05 
1.8264321E+00 9.9777106E+05 
1.8345284E+00 9.5322412E+05 
1.8426247E+00 9.7725275E+05 
1.8507209E+00 9.6219956E+05 
1.8588172E+00 9.7496825E+05 
1.8669134E+00 9.6518656E+05 
1.8750098E+00 9.2765481E+05 
1.8831060E+00 9.2998819E+05 
1.8912022E+00 9.6690994E+05 
1.8992985E+00 9.6477356E+05 
1.9073948E+00 9.5591875E+05 
1.9154911E+00 9.4789488E+05 
1.9235873E+00 9.6053794E+05 
1.9316835E+00 9.4444219E+05 
1.9397799E+00 9.4941638E+05 
1.9478761E+00 9.4424138E+05 
1.9559724E+00 9.6306419E+05 
1.9640687E+00 9.8781669E+05 
1.9721649E+00 9.3544431E+05 
1.9802612E+00 9.5646881E+05 
1.9883574E+00 9.8420988E+05 
1.9964538E+00 9.5830969E+05 
2.0045500E+00 9.7740462E+05 
2.0126462E+00 9.7152900E+05 
2.0207424E+00 9.9231200E+05 
2.0288386E+00 9.7666050E+05 
2.0369351E+00 9.9143681E+05 
2.0450313E+00 9.8063794E+05 
2.0531275E+00 9.8358631E+05 
2.0612240E+00 9.8231981E+05 
2.0693202E+00 9.5369575E+05 
2.0774164E+00 9.6211512E+05 
2.0855126E+00 9.3942656E+05 
2.0936089E+00 9.8213800E+05 
2.1017051E+00 9.4520756E+05 
2.1098013E+00 9.9544188E+05 
2.1178977E+00 9.6822594E+05 
2.1259940E+00 9.5574431E+05 
2.1340902E+00 9.5908688E+05 
2.1421864E+00 9.8214088E+05 
2.1502829E+00 9.5752212E+05 
2.1583791E+00 9.3839612E+05 
2.1664753E+00 9.6463819E+05 
2.1745715E+00 9.9017738E+05 
2.1826677E+00 9.9117688E+05 
2.1907642E+00 9.7597506E+05 
2.1988604E+00 9.7604619E+05 
2.2069566E+00 9.4803538E+05 
2.2150528E+00 9.2938038E+05 
2.2231493E+00 9.5971844E+05 
2.2312455E+00 9.9248862E+05 
2.2393417E+00 9.5386475E+05 
2.2474380E+00 9.6205681E+05 
2.2555342E+00 9.8611025E+05 
2.2636306E+00 1.0226892E+06 
2.2717268E+00 9.9953062E+05 
2.2798231E+00 9.8320875E+05 
2.2879193E+00 9.9437350E+05 
2.2960155E+00 1.0107778E+06 
2.3041120E+00 9.7228675E+05 
2.3122082E+00 9.5876731E+05 
2.3203044E+00 9.6940469E+05 
