Q(1/nm) DTAB100_norm_minus_branco1_norm.dat 
2.3284006E+00 9.7303281E+05 
2.3364968E+00 9.5282306E+05 
2.3445933E+00 9.6527962E+05 
2.3526895E+00 1.0027055E+06 
2.3607857E+00 9.9278550E+05 
2.3688819E+00 9.6599681E+05 
2.3769782E+00 9.5858325E+05 
2.3850746E+00 9.8057312E+05 
2.3931708E+00 9.9148462E+05 
2.4012671E+00 9.8623600E+05 
2.4093633E+00 9.6601119E+05 
2.4174595E+00 9.3340569E+05 
2.4255559E+00 9.6385544E+05 
2.4336522E+00 9.6278706E+05 
2.4417484E+00 9.5416488E+05 
2.4498446E+00 9.5744525E+05 
2.4579408E+00 9.3996544E+05 
2.4660373E+00 9.7197112E+05 
2.4741335E+00 9.7986425E+05 
2.4822297E+00 9.9761781E+05 
2.4903259E+00 9.7463050E+05 
2.4984221E+00 9.6112856E+05 
2.5065186E+00 9.7157269E+05 
2.5146148E+00 9.5374681E+05 
2.5227110E+00 9.2568631E+05 
2.5308073E+00 9.9821906E+05 
2.5389035E+00 9.2769112E+05 
2.5469999E+00 9.3778656E+05 
2.5550961E+00 9.5047962E+05 
2.5631924E+00 9.7514244E+05 
2.5712886E+00 9.6492088E+05 
2.5793848E+00 9.5336175E+05 
2.5874813E+00 9.6544500E+05 
2.5955775E+00 9.5345131E+05 
2.6036737E+00 9.7582656E+05 
2.6117699E+00 9.3522331E+05 
2.6198661E+00 9.8986875E+05 
2.6279626E+00 9.6363469E+05 
2.6360588E+00 9.5056944E+05 
2.6441550E+00 9.0562800E+05 
2.6522512E+00 9.4622250E+05 
2.6603475E+00 9.6962275E+05 
2.6684439E+00 9.7224206E+05 
2.6765401E+00 9.3572694E+05 
2.6846364E+00 9.3876250E+05 
2.6927326E+00 9.3446388E+05 
2.7008288E+00 9.4468362E+05 
2.7089252E+00 9.3439131E+05 
2.7170215E+00 9.3481581E+05 
2.7251177E+00 9.3455988E+05 
2.7332139E+00 9.2119350E+05 
2.7413104E+00 9.3006519E+05 
2.7494066E+00 9.6692300E+05 
2.7575028E+00 9.4695325E+05 
2.7655990E+00 9.4537300E+05 
2.7736952E+00 9.2284300E+05 
2.7817917E+00 9.1100119E+05 
2.7898879E+00 9.5957131E+05 
2.7979841E+00 9.3916538E+05 
2.8060803E+00 9.1541412E+05 
2.8141766E+00 9.2265556E+05 
2.8222730E+00 9.3912269E+05 
2.8303692E+00 9.5233119E+05 
2.8384655E+00 9.1914762E+05 
2.8465617E+00 9.5404394E+05 
2.8546579E+00 9.1744688E+05 
2.8627543E+00 9.0788506E+05 
2.8708506E+00 9.5838156E+05 
2.8789468E+00 9.4592731E+05 
2.8870430E+00 9.1557650E+05 
2.8951392E+00 9.6348338E+05 
2.9032357E+00 9.5058844E+05 
2.9113319E+00 9.3053706E+05 
2.9194281E+00 9.3825112E+05 
2.9275243E+00 9.3454138E+05 
2.9356205E+00 9.4333594E+05 
2.9437170E+00 9.6048475E+05 
2.9518132E+00 9.5953475E+05 
2.9599094E+00 9.2960919E+05 
2.9680057E+00 9.1852306E+05 
2.9761019E+00 9.3644300E+05 
2.9841983E+00 9.1446031E+05 
2.9922945E+00 9.4944844E+05 
3.0003908E+00 9.4576681E+05 
3.0084870E+00 9.6764544E+05 
3.0165832E+00 9.3799125E+05 
3.0246797E+00 9.5368975E+05 
3.0327759E+00 9.7747044E+05 
3.0408721E+00 9.4215450E+05 
3.0489683E+00 8.8206881E+05 
3.0570645E+00 8.6405500E+05 
3.0651610E+00 9.2496406E+05 
3.0732572E+00 9.7175494E+05 
3.0813534E+00 9.2326050E+05 
3.0894496E+00 9.3303450E+05 
3.0975459E+00 9.2565538E+05 
3.1056423E+00 9.2154962E+05 
3.1137385E+00 9.3612638E+05 
3.1218348E+00 9.4434669E+05 
3.1299310E+00 9.1520038E+05 
3.1380272E+00 9.1112488E+05 
3.1461236E+00 9.7198575E+05 
3.1542199E+00 9.3601812E+05 
3.1623161E+00 9.3859275E+05 
3.1704123E+00 9.8608262E+05 
3.1785085E+00 9.7331338E+05 
3.1866050E+00 9.5753969E+05 
3.1947012E+00 9.5532538E+05 
3.2027974E+00 9.6895706E+05 
3.2108936E+00 9.2642019E+05 
3.2189898E+00 9.1624606E+05 
3.2270863E+00 9.3907819E+05 
3.2351825E+00 9.5029650E+05 
3.2432787E+00 9.1072725E+05 
3.2513750E+00 9.2564812E+05 
3.2594714E+00 9.2239062E+05 
3.2675676E+00 9.2927675E+05 
3.2756639E+00 8.9115888E+05 
3.2837601E+00 9.5254062E+05 
3.2918563E+00 9.3804600E+05 
3.2999527E+00 9.2980869E+05 
3.3080490E+00 9.1642806E+05 
3.3161452E+00 8.9995356E+05 
3.3242414E+00 9.2531444E+05 
3.3323376E+00 8.6076975E+05 
3.3404341E+00 8.8388112E+05 
3.3485303E+00 9.2507481E+05 
3.3566265E+00 8.8566056E+05 
3.3647227E+00 8.9022488E+05 
3.3728189E+00 8.9344225E+05 
3.3809154E+00 9.4079375E+05 
3.3890116E+00 9.2263219E+05 
3.3971078E+00 8.7586544E+05 
3.4052041E+00 8.8728006E+05 
3.4133003E+00 9.1019350E+05 
3.4213967E+00 9.4086500E+05 
3.4294930E+00 9.3760319E+05 
3.4375892E+00 9.2272662E+05 
3.4456854E+00 9.5451181E+05 
3.4537816E+00 9.2941119E+05 
3.4618781E+00 9.0783694E+05 
3.4699743E+00 9.0698706E+05 
3.4780705E+00 9.1834600E+05 
3.4861667E+00 9.2806762E+05 
3.4942629E+00 9.1334900E+05 
3.5023594E+00 9.0337494E+05 
3.5104556E+00 9.1566681E+05 
3.5185518E+00 9.0162488E+05 
3.5266480E+00 8.7837719E+05 
3.5347443E+00 8.8450788E+05 
3.5428407E+00 9.0006200E+05 
3.5509369E+00 9.3260488E+05 
3.5590332E+00 9.2968888E+05 
3.5671294E+00 9.1855888E+05 
3.5752256E+00 9.1960881E+05 
3.5833220E+00 9.3973994E+05 
3.5914183E+00 9.0755619E+05 
3.5995145E+00 9.3308775E+05 
3.6076107E+00 8.9369512E+05 
3.6157069E+00 8.9323038E+05 
3.6238034E+00 8.7038788E+05 
3.6318996E+00 9.0749212E+05 
3.6399958E+00 8.7309656E+05 
3.6480920E+00 8.8376419E+05 
3.6561882E+00 8.8825931E+05 
3.6642847E+00 9.1114594E+05 
3.6723809E+00 9.2092956E+05 
3.6804771E+00 8.8338644E+05 
3.6885734E+00 9.2112800E+05 
3.6966696E+00 8.9783312E+05 
3.7047660E+00 9.0925538E+05 
3.7128623E+00 9.0865794E+05 
3.7209585E+00 9.0200750E+05 
3.7290547E+00 8.6327975E+05 
3.7371509E+00 8.8486631E+05 
3.7452474E+00 8.5444125E+05 
3.7533436E+00 8.9492631E+05 
3.7614398E+00 8.9786862E+05 
3.7695360E+00 8.7054200E+05 
3.7776325E+00 8.8359075E+05 
3.7857287E+00 8.9195431E+05 
3.7938249E+00 8.8457094E+05 
3.8019211E+00 8.7152300E+05 
3.8100173E+00 8.8511069E+05 
3.8181138E+00 9.0189838E+05 
3.8262100E+00 8.6867219E+05 
3.8343062E+00 8.5867431E+05 
3.8424025E+00 8.3590331E+05 
3.8504987E+00 8.3962475E+05 
3.8585951E+00 8.3896094E+05 
3.8666914E+00 8.4885481E+05 
3.8747876E+00 8.8093531E+05 
3.8828838E+00 8.5837394E+05 
3.8909800E+00 8.2934294E+05 
3.8990765E+00 8.5039956E+05 
3.9071727E+00 8.3287788E+05 
3.9152689E+00 8.6237606E+05 
3.9233651E+00 8.6151144E+05 
3.9314613E+00 8.5607981E+05 
3.9395578E+00 8.3148475E+05 
3.9476540E+00 8.6021088E+05 
3.9557502E+00 8.7096325E+05 
3.9638464E+00 8.2344675E+05 
3.9719427E+00 8.4553044E+05 
3.9800391E+00 8.5420275E+05 
3.9881353E+00 8.3626781E+05 
3.9962316E+00 8.6995525E+05 
4.0043278E+00 8.4224556E+05 
4.0124240E+00 8.1772069E+05 
4.0205202E+00 7.7839788E+05 
4.0286169E+00 8.4532494E+05 
4.0367126E+00 8.3976956E+05 
4.0448093E+00 8.1062188E+05 
4.0529051E+00 8.5617700E+05 
4.0610018E+00 8.2752144E+05 
4.0690980E+00 8.3276919E+05 
4.0771942E+00 8.3806262E+05 
4.0852904E+00 8.3258356E+05 
4.0933867E+00 8.1658094E+05 
4.1014833E+00 8.0277238E+05 
4.1095791E+00 8.0006050E+05 
4.1176758E+00 8.0884350E+05 
4.1257715E+00 8.1536756E+05 
4.1338682E+00 8.4057075E+05 
4.1419644E+00 8.4392356E+05 
4.1500607E+00 8.5700950E+05 
4.1581569E+00 8.3472238E+05 
4.1662531E+00 8.4492631E+05 
4.1743493E+00 8.4838888E+05 
4.1824455E+00 8.3960675E+05 
4.1905417E+00 8.2459438E+05 
4.1986384E+00 8.4898862E+05 
4.2067347E+00 8.4560969E+05 
4.2148309E+00 8.2413856E+05 
4.2229271E+00 8.3579031E+05 
4.2310233E+00 8.5675575E+05 
4.2391195E+00 8.4999912E+05 
4.2472157E+00 8.5231731E+05 
4.2553120E+00 8.3350994E+05 
4.2634082E+00 8.6123325E+05 
4.2715044E+00 8.6199300E+05 
4.2796011E+00 8.7852719E+05 
4.2876973E+00 8.6148538E+05 
4.2957935E+00 8.8206700E+05 
4.3038898E+00 8.9273900E+05 
4.3119860E+00 8.9284006E+05 
4.3200822E+00 8.6559488E+05 
4.3281784E+00 8.5382806E+05 
4.3362746E+00 8.3116469E+05 
4.3443708E+00 8.4752444E+05 
4.3524671E+00 8.1573538E+05 
4.3605638E+00 8.5431025E+05 
4.3686600E+00 8.6850700E+05 
4.3767562E+00 9.4684812E+05 
4.3848524E+00 8.8347700E+05 
4.3929486E+00 8.9984919E+05 
4.4010448E+00 8.8694625E+05 
4.4091411E+00 8.8736462E+05 
4.4172373E+00 9.1181400E+05 
4.4253335E+00 8.7680006E+05 
4.4334297E+00 8.9242856E+05 
4.4415264E+00 9.2674450E+05 
4.4496226E+00 9.0856575E+05 
4.4577188E+00 8.9483969E+05 
4.4658151E+00 9.0573744E+05 
4.4739113E+00 9.0801888E+05 
4.4820075E+00 8.9844269E+05 
4.4901037E+00 9.0647531E+05 
4.4981999E+00 8.9036850E+05 
4.5062962E+00 8.7273106E+05 
4.5143924E+00 8.9686856E+05 
4.5224891E+00 8.9414769E+05 
4.5305853E+00 9.1173162E+05 
4.5386815E+00 8.9974338E+05 
4.5467777E+00 8.9794119E+05 
4.5548739E+00 9.3505956E+05 
4.5629702E+00 9.0321200E+05 
4.5710664E+00 9.2324519E+05 
4.5791626E+00 8.5755744E+05 
4.5872588E+00 8.8561362E+05 
4.5953555E+00 9.1199169E+05 
4.6034517E+00 9.2441781E+05 
4.6115479E+00 8.9394569E+05 
4.6196442E+00 8.8827300E+05 
4.6277404E+00 8.7023062E+05 
4.6358366E+00 8.5218150E+05 
4.6439328E+00 8.5917250E+05 
4.6520290E+00 8.6887150E+05 
4.6601253E+00 8.7444950E+05 
4.6682215E+00 8.9332550E+05 
4.6763182E+00 9.0602600E+05 
4.6844144E+00 9.2904856E+05 
4.6925106E+00 9.0564244E+05 
4.7006068E+00 9.1937444E+05 
4.7087030E+00 9.2271650E+05 
4.7167993E+00 9.0239300E+05 
4.7248955E+00 9.2960212E+05 
4.7329917E+00 9.2208288E+05 
4.7410879E+00 9.3136638E+05 
4.7491841E+00 9.4626394E+05 
4.7572808E+00 8.7295319E+05 
4.7653770E+00 9.0339781E+05 
4.7734733E+00 9.2358588E+05 
4.7815695E+00 8.6046431E+05 
4.7896657E+00 8.7541438E+05 
4.7977619E+00 8.7011806E+05 
4.8058581E+00 8.9442469E+05 
4.8139544E+00 9.3336612E+05 
4.8220506E+00 9.0599144E+05 
4.8301468E+00 8.9038775E+05 
4.8382435E+00 9.3390594E+05 
4.8463397E+00 9.3121269E+05 
4.8544359E+00 9.2488331E+05 
4.8625321E+00 9.3179488E+05 
4.8706284E+00 9.6839994E+05 
4.8787246E+00 9.2246775E+05 
4.8868208E+00 8.8763506E+05 
4.8949170E+00 9.3900000E+05 
4.9030132E+00 8.7277462E+05 
4.9111094E+00 8.5884025E+05 
4.9192061E+00 9.6406325E+05 
4.9273024E+00 9.5358225E+05 
4.9353986E+00 9.9722569E+05 
4.9434948E+00 1.0023638E+06 
4.9515910E+00 9.8321881E+05 
4.9596872E+00 1.0507558E+06 
4.9677835E+00 9.5850556E+05 
4.9758797E+00 8.6811962E+05 
4.9839759E+00 9.6699412E+05 
4.9920721E+00 9.3672506E+05 
5.0001688E+00 9.3730875E+05 
5.0082650E+00 9.7158425E+05 
5.0163612E+00 8.4735525E+05 
5.0244575E+00 9.0751150E+05 
5.0325537E+00 1.0480273E+06 
5.0406499E+00 9.1429006E+05 
5.0487461E+00 8.8995619E+05 
5.0568423E+00 9.7029456E+05 
5.0649385E+00 8.0469150E+05 
