Q(1/nm) DTAB200_norm_minus_branco1_norm.dat 
2.0126462E+00 8.8955656E+05 
2.0207424E+00 8.7798538E+05 
2.0288386E+00 8.8204781E+05 
2.0369351E+00 9.0672362E+05 
2.0450313E+00 9.2189569E+05 
2.0531275E+00 9.2404519E+05 
2.0612240E+00 9.0817638E+05 
2.0693202E+00 8.9001181E+05 
2.0774164E+00 9.0302588E+05 
2.0855126E+00 9.1027450E+05 
2.0936089E+00 8.7964831E+05 
2.1017051E+00 8.9956650E+05 
2.1098013E+00 9.2764331E+05 
2.1178977E+00 9.2097062E+05 
2.1259940E+00 9.2084694E+05 
2.1340902E+00 9.1944631E+05 
2.1421864E+00 9.3114688E+05 
2.1502829E+00 9.4256562E+05 
2.1583791E+00 9.2533362E+05 
2.1664753E+00 9.1345281E+05 
2.1745715E+00 9.2391131E+05 
2.1826677E+00 9.4148556E+05 
2.1907642E+00 9.2070419E+05 
2.1988604E+00 9.3458062E+05 
2.2069566E+00 9.5083975E+05 
2.2150528E+00 9.3586006E+05 
2.2231493E+00 9.4892744E+05 
2.2312455E+00 9.4301681E+05 
2.2393417E+00 9.2476894E+05 
2.2474380E+00 9.3690025E+05 
2.2555342E+00 9.5777700E+05 
2.2636306E+00 9.3322738E+05 
2.2717268E+00 9.3388769E+05 
2.2798231E+00 9.4318162E+05 
2.2879193E+00 9.5344756E+05 
2.2960155E+00 9.6451738E+05 
2.3041120E+00 9.5277162E+05 
2.3122082E+00 9.6161425E+05 
2.3203044E+00 9.3568531E+05 
2.3284006E+00 9.3502962E+05 
2.3364968E+00 9.3046069E+05 
2.3445933E+00 9.4144650E+05 
2.3526895E+00 9.6954281E+05 
2.3607857E+00 9.3842619E+05 
2.3688819E+00 9.3164050E+05 
2.3769782E+00 9.4095750E+05 
2.3850746E+00 9.2666981E+05 
2.3931708E+00 9.3150406E+05 
2.4012671E+00 9.5096775E+05 
2.4093633E+00 9.4953244E+05 
2.4174595E+00 9.3951500E+05 
2.4255559E+00 9.3337731E+05 
2.4336522E+00 9.3942131E+05 
2.4417484E+00 9.2762694E+05 
2.4498446E+00 9.2881688E+05 
2.4579408E+00 9.2667712E+05 
2.4660373E+00 9.3527238E+05 
2.4741335E+00 9.5135362E+05 
2.4822297E+00 9.4752012E+05 
2.4903259E+00 9.3642162E+05 
2.4984221E+00 9.4979356E+05 
2.5065186E+00 9.4751556E+05 
2.5146148E+00 9.5306100E+05 
2.5227110E+00 9.4299744E+05 
2.5308073E+00 9.1235288E+05 
2.5389035E+00 9.6513894E+05 
2.5469999E+00 9.4727412E+05 
2.5550961E+00 9.4493819E+05 
2.5631924E+00 9.4462981E+05 
2.5712886E+00 9.3193025E+05 
2.5793848E+00 9.3591094E+05 
2.5874813E+00 9.3034325E+05 
2.5955775E+00 9.4722575E+05 
2.6036737E+00 9.1146475E+05 
2.6117699E+00 9.3305200E+05 
2.6198661E+00 9.4527512E+05 
2.6279626E+00 9.3554050E+05 
2.6360588E+00 9.2492212E+05 
2.6441550E+00 9.2162856E+05 
2.6522512E+00 9.2769831E+05 
2.6603475E+00 9.2614619E+05 
2.6684439E+00 9.3470462E+05 
2.6765401E+00 9.3250088E+05 
2.6846364E+00 9.2747962E+05 
2.6927326E+00 9.0966250E+05 
2.7008288E+00 9.3102694E+05 
2.7089252E+00 9.2467344E+05 
2.7170215E+00 9.1915381E+05 
2.7251177E+00 9.3484975E+05 
2.7332139E+00 9.2941525E+05 
2.7413104E+00 9.2590619E+05 
2.7494066E+00 9.4419744E+05 
2.7575028E+00 9.2413456E+05 
2.7655990E+00 9.1619325E+05 
2.7736952E+00 9.2033575E+05 
2.7817917E+00 9.1255081E+05 
2.7898879E+00 8.9129381E+05 
2.7979841E+00 9.0144206E+05 
2.8060803E+00 8.9697231E+05 
2.8141766E+00 9.2599650E+05 
2.8222730E+00 9.2596112E+05 
2.8303692E+00 9.0302794E+05 
2.8384655E+00 9.1039775E+05 
2.8465617E+00 9.2720256E+05 
2.8546579E+00 9.4522406E+05 
2.8627543E+00 9.1024112E+05 
2.8708506E+00 9.2321238E+05 
2.8789468E+00 9.4161538E+05 
2.8870430E+00 9.2228412E+05 
2.8951392E+00 9.2440881E+05 
2.9032357E+00 8.9956975E+05 
2.9113319E+00 9.0319262E+05 
2.9194281E+00 9.0643362E+05 
2.9275243E+00 9.1943394E+05 
2.9356205E+00 9.2708375E+05 
2.9437170E+00 9.1714388E+05 
2.9518132E+00 9.1305069E+05 
2.9599094E+00 9.0510456E+05 
2.9680057E+00 9.0416094E+05 
2.9761019E+00 8.9950506E+05 
2.9841983E+00 9.3235338E+05 
2.9922945E+00 9.2337962E+05 
3.0003908E+00 9.1639075E+05 
3.0084870E+00 9.2495188E+05 
3.0165832E+00 9.2448775E+05 
3.0246797E+00 9.2236169E+05 
3.0327759E+00 9.1115875E+05 
3.0408721E+00 9.0781725E+05 
3.0489683E+00 9.3720188E+05 
3.0570645E+00 9.0900056E+05 
3.0651610E+00 8.8281681E+05 
3.0732572E+00 9.1178331E+05 
3.0813534E+00 9.1648438E+05 
3.0894496E+00 8.9521575E+05 
3.0975459E+00 9.1868494E+05 
3.1056423E+00 9.3921519E+05 
3.1137385E+00 8.9464950E+05 
3.1218348E+00 9.2076694E+05 
3.1299310E+00 9.0432000E+05 
3.1380272E+00 9.1640500E+05 
3.1461236E+00 9.0851856E+05 
3.1542199E+00 9.0414612E+05 
3.1623161E+00 9.2944894E+05 
3.1704123E+00 9.2683881E+05 
3.1785085E+00 9.3801362E+05 
3.1866050E+00 9.3034750E+05 
3.1947012E+00 8.9851794E+05 
3.2027974E+00 9.1185206E+05 
3.2108936E+00 9.0918712E+05 
3.2189898E+00 9.2679062E+05 
3.2270863E+00 9.1863150E+05 
3.2351825E+00 8.9834225E+05 
3.2432787E+00 9.0615681E+05 
3.2513750E+00 9.3660506E+05 
3.2594714E+00 9.4904550E+05 
3.2675676E+00 9.4177175E+05 
3.2756639E+00 9.1935462E+05 
3.2837601E+00 9.4689644E+05 
3.2918563E+00 9.5941831E+05 
3.2999527E+00 9.1265300E+05 
3.3080490E+00 9.3073850E+05 
3.3161452E+00 9.5150512E+05 
3.3242414E+00 9.0980006E+05 
3.3323376E+00 9.2454662E+05 
3.3404341E+00 9.3123219E+05 
3.3485303E+00 9.6172862E+05 
3.3566265E+00 9.5206938E+05 
3.3647227E+00 9.4520331E+05 
3.3728189E+00 9.2783044E+05 
3.3809154E+00 9.6203762E+05 
3.3890116E+00 9.5170519E+05 
3.3971078E+00 9.3842106E+05 
3.4052041E+00 9.3127844E+05 
3.4133003E+00 9.4022619E+05 
3.4213967E+00 9.4984894E+05 
3.4294930E+00 9.4327625E+05 
3.4375892E+00 9.2322531E+05 
3.4456854E+00 9.0193600E+05 
3.4537816E+00 9.3539388E+05 
3.4618781E+00 9.5382319E+05 
3.4699743E+00 9.3723094E+05 
3.4780705E+00 9.3099662E+05 
3.4861667E+00 9.5938781E+05 
3.4942629E+00 9.3219562E+05 
3.5023594E+00 9.2102238E+05 
3.5104556E+00 9.4701044E+05 
3.5185518E+00 9.2515075E+05 
3.5266480E+00 9.1904619E+05 
3.5347443E+00 9.2585931E+05 
3.5428407E+00 9.2862300E+05 
3.5509369E+00 9.6041644E+05 
3.5590332E+00 9.4010038E+05 
3.5671294E+00 9.4142919E+05 
3.5752256E+00 9.3241544E+05 
3.5833220E+00 9.1208538E+05 
3.5914183E+00 9.0837831E+05 
3.5995145E+00 9.3659419E+05 
3.6076107E+00 9.3742644E+05 
3.6157069E+00 9.4014544E+05 
3.6238034E+00 9.3183894E+05 
3.6318996E+00 9.2843419E+05 
3.6399958E+00 9.5256812E+05 
3.6480920E+00 9.2753162E+05 
3.6561882E+00 9.2656969E+05 
3.6642847E+00 9.2631006E+05 
3.6723809E+00 8.9689919E+05 
3.6804771E+00 9.1453544E+05 
3.6885734E+00 9.5922719E+05 
3.6966696E+00 9.5917450E+05 
3.7047660E+00 9.3739938E+05 
3.7128623E+00 9.4584294E+05 
3.7209585E+00 9.1356119E+05 
3.7290547E+00 9.2624631E+05 
3.7371509E+00 9.1484738E+05 
3.7452474E+00 9.0731394E+05 
3.7533436E+00 9.3681906E+05 
3.7614398E+00 9.0533362E+05 
3.7695360E+00 9.0916300E+05 
3.7776325E+00 8.9648519E+05 
3.7857287E+00 9.1338044E+05 
3.7938249E+00 9.0484481E+05 
3.8019211E+00 9.0587625E+05 
3.8100173E+00 8.9132838E+05 
3.8181138E+00 9.1472219E+05 
3.8262100E+00 9.1493150E+05 
3.8343062E+00 9.4535594E+05 
3.8424025E+00 9.0582050E+05 
3.8504987E+00 9.0399450E+05 
3.8585951E+00 9.1462638E+05 
3.8666914E+00 9.0733581E+05 
3.8747876E+00 9.2881588E+05 
3.8828838E+00 9.1416544E+05 
3.8909800E+00 8.9947575E+05 
3.8990765E+00 8.8283100E+05 
3.9071727E+00 8.9472125E+05 
3.9152689E+00 9.0299900E+05 
3.9233651E+00 9.1196906E+05 
3.9314613E+00 9.2256538E+05 
3.9395578E+00 9.5403025E+05 
3.9476540E+00 9.1505762E+05 
3.9557502E+00 9.0126269E+05 
3.9638464E+00 9.3025188E+05 
3.9719427E+00 9.1486338E+05 
3.9800391E+00 9.0523650E+05 
3.9881353E+00 8.9645050E+05 
3.9962316E+00 8.9017512E+05 
4.0043278E+00 9.1507475E+05 
4.0124240E+00 9.2002306E+05 
4.0205202E+00 9.4290169E+05 
4.0286169E+00 9.3855600E+05 
4.0367126E+00 9.0191825E+05 
4.0448093E+00 8.9337600E+05 
4.0529051E+00 8.9501419E+05 
4.0610018E+00 8.8776719E+05 
4.0690980E+00 8.8969912E+05 
4.0771942E+00 9.2282669E+05 
4.0852904E+00 9.2476369E+05 
4.0933867E+00 9.1187356E+05 
4.1014833E+00 9.1408894E+05 
4.1095791E+00 9.1435031E+05 
4.1176758E+00 9.2084300E+05 
4.1257715E+00 9.2278212E+05 
4.1338682E+00 9.1335481E+05 
4.1419644E+00 9.3050344E+05 
4.1500607E+00 9.2176438E+05 
4.1581569E+00 9.2087650E+05 
4.1662531E+00 9.1364088E+05 
4.1743493E+00 9.2328475E+05 
4.1824455E+00 9.3592250E+05 
4.1905417E+00 9.4779325E+05 
4.1986384E+00 9.5937431E+05 
4.2067347E+00 9.4357556E+05 
4.2148309E+00 9.4036231E+05 
4.2229271E+00 9.3400031E+05 
4.2310233E+00 9.1572281E+05 
4.2391195E+00 9.2131131E+05 
4.2472157E+00 9.4185244E+05 
4.2553120E+00 9.4649688E+05 
4.2634082E+00 9.5951494E+05 
4.2715044E+00 9.4959556E+05 
4.2796011E+00 9.5909581E+05 
4.2876973E+00 9.4741956E+05 
4.2957935E+00 9.5030338E+05 
4.3038898E+00 9.5023394E+05 
4.3119860E+00 9.6057775E+05 
4.3200822E+00 9.6367319E+05 
4.3281784E+00 9.5393344E+05 
4.3362746E+00 9.8339881E+05 
4.3443708E+00 9.7137125E+05 
4.3524671E+00 9.5779494E+05 
4.3605638E+00 9.5511344E+05 
4.3686600E+00 9.7345350E+05 
4.3767562E+00 9.9152019E+05 
4.3848524E+00 9.9330156E+05 
4.3929486E+00 9.8549525E+05 
4.4010448E+00 9.7970088E+05 
4.4091411E+00 1.0011246E+06 
4.4172373E+00 9.8924500E+05 
4.4253335E+00 1.0083612E+06 
4.4334297E+00 1.0005813E+06 
4.4415264E+00 9.5692538E+05 
4.4496226E+00 1.0150956E+06 
4.4577188E+00 1.0101998E+06 
4.4658151E+00 9.7411650E+05 
4.4739113E+00 9.8337475E+05 
4.4820075E+00 1.0167360E+06 
4.4901037E+00 9.6614381E+05 
4.4981999E+00 9.7288981E+05 
4.5062962E+00 9.7942594E+05 
4.5143924E+00 1.0017603E+06 
4.5224891E+00 1.0053217E+06 
4.5305853E+00 1.0031212E+06 
4.5386815E+00 1.0126028E+06 
4.5467777E+00 1.0057718E+06 
4.5548739E+00 1.0056974E+06 
4.5629702E+00 9.8983150E+05 
4.5710664E+00 9.9995131E+05 
4.5791626E+00 1.0115477E+06 
4.5872588E+00 9.9976275E+05 
4.5953555E+00 9.9101062E+05 
4.6034517E+00 9.9692781E+05 
4.6115479E+00 1.0073954E+06 
4.6196442E+00 1.0070239E+06 
4.6277404E+00 1.0347389E+06 
4.6358366E+00 1.0180844E+06 
4.6439328E+00 1.0082015E+06 
4.6520290E+00 1.0273596E+06 
4.6601253E+00 1.0016084E+06 
4.6682215E+00 1.0046169E+06 
4.6763182E+00 1.0150664E+06 
4.6844144E+00 1.0086851E+06 
4.6925106E+00 1.0331536E+06 
4.7006068E+00 1.0090189E+06 
4.7087030E+00 1.0270620E+06 
4.7167993E+00 1.0376676E+06 
4.7248955E+00 1.0456160E+06 
4.7329917E+00 1.0100796E+06 
4.7410879E+00 1.0064773E+06 
4.7491841E+00 1.0150634E+06 
4.7572808E+00 1.0109771E+06 
4.7653770E+00 9.9462806E+05 
4.7734733E+00 1.0117030E+06 
4.7815695E+00 1.0436864E+06 
4.7896657E+00 1.0291541E+06 
4.7977619E+00 1.0095758E+06 
4.8058581E+00 1.0371135E+06 
4.8139544E+00 1.0390072E+06 
4.8220506E+00 1.0487862E+06 
4.8301468E+00 9.8844731E+05 
4.8382435E+00 9.9674712E+05 
4.8463397E+00 1.0214455E+06 
4.8544359E+00 1.0230229E+06 
4.8625321E+00 1.0264205E+06 
4.8706284E+00 1.0218595E+06 
4.8787246E+00 1.0174042E+06 
4.8868208E+00 1.0507592E+06 
4.8949170E+00 1.0322174E+06 
4.9030132E+00 1.0355586E+06 
4.9111094E+00 9.8907075E+05 
4.9192061E+00 1.0391439E+06 
4.9273024E+00 9.8600525E+05 
4.9353986E+00 1.0314406E+06 
4.9434948E+00 1.0801086E+06 
4.9515910E+00 1.0385521E+06 
4.9596872E+00 1.0258228E+06 
4.9677835E+00 9.9424075E+05 
4.9758797E+00 1.0611426E+06 
4.9839759E+00 1.0114587E+06 
4.9920721E+00 1.0077662E+06 
5.0001688E+00 1.0178625E+06 
5.0082650E+00 1.0404591E+06 
5.0163612E+00 1.1144301E+06 
5.0244575E+00 1.1028998E+06 
5.0325537E+00 1.0614935E+06 
5.0406499E+00 9.7841406E+05 
5.0487461E+00 8.4522300E+05 
5.0568423E+00 1.1903795E+06 
5.0649385E+00 1.3462678E+06 
