 1.3330637E-01 -7.4615234E+04
 1.4134264E-01 -6.2524352E+04
 1.4937891E-01 -5.9463898E+04
 1.5741518E-01 -4.8646141E+04
 1.6545145E-01 -4.7992348E+04
 1.7348772E-01 -3.1760186E+04
 1.8152398E-01 -3.2719445E+04
 1.8956025E-01 -2.8761617E+04
 1.9759652E-01 -3.1546094E+04
 2.0563278E-01 -2.9928139E+04
 2.1366906E-01 -2.4066674E+04
 2.2170532E-01 -3.6859672E+04
 2.2974159E-01 -1.9551604E+04
 2.3777786E-01 -1.3150061E+04
 2.4581413E-01  1.1531193E+03
 2.5385040E-01  8.6744592E+02
 2.6188666E-01 -1.4000394E+04
 2.6992291E-01 -1.1272881E+04
 2.7795920E-01 -1.4883386E+04
 2.8599548E-01 -1.8283789E+03
 2.9403174E-01 -2.1754137E+04
 3.0206800E-01 -1.3306705E+04
 3.1010425E-01 -1.2031894E+04
 3.1814054E-01  1.9397328E+03
 3.2617682E-01 -4.6337578E+03
 3.3421308E-01 -8.4020049E+03
 3.4224933E-01 -8.1489858E+03
 3.5028559E-01 -4.4368546E+02
 3.5832188E-01 -4.5297324E+03
 3.6635816E-01  3.1319003E+02
 3.7439442E-01  2.8586418E+03
 3.8243067E-01 -1.6969986E+04
 3.9046693E-01 -2.1801424E+04
 3.9850324E-01 -5.9192026E+03
 4.0653950E-01 -6.4652756E+01
 4.1457576E-01  3.8545923E+03
 4.2261201E-01 -4.6230825E+03
 4.3064827E-01  3.3836246E+02
 4.3868458E-01  8.4668965E+03
 4.4672084E-01 -5.4128599E+03
 4.5475709E-01 -1.0245001E+04
 4.6279335E-01  5.5619072E+03
 4.7082961E-01 -9.6318838E+03
 4.7886592E-01 -3.0820513E+03
 4.8690218E-01  4.4484375E+03
 4.9493843E-01  2.1813850E+03
 5.0297469E-01 -1.8232179E+03
 5.1101094E-01 -1.4164947E+04
 5.1904726E-01 -9.5158506E+03
 5.2708352E-01 -1.0446184E+04
 5.3511977E-01 -2.0789548E+03
 5.4315603E-01 -6.1706187E+03
 5.5119228E-01 -8.0942573E+03
 5.5922860E-01 -2.0340078E+03
 5.6726485E-01 -4.2054180E+03
 5.7530111E-01 -3.4720190E+03
 5.8333737E-01 -2.3936753E+03
 5.9137362E-01 -3.1284585E+03
 5.9940994E-01 -3.9945029E+02
 6.0744619E-01 -7.9885420E+03
 6.1548245E-01 -7.8780815E+03
 6.2351871E-01 -3.2106780E+03
 6.3155502E-01 -1.7400278E+03
 6.3959128E-01 -3.7698019E+02
 6.4762753E-01 -1.0566934E+04
 6.5566379E-01 -7.1769419E+03
 6.6370010E-01  1.5830530E+03
 6.7173636E-01 -1.5089569E+03
 6.7977262E-01 -6.1637104E+03
 6.8780887E-01 -6.4712363E+03
 6.9584513E-01  2.2254993E+03
 7.0388144E-01 -6.5727168E+03
 7.1191770E-01 -3.9325186E+02
 7.1995395E-01  1.0988307E+03
 7.2799021E-01 -3.1954165E+03
