 1.3330637E-01  1.1124779E+06
 1.4134264E-01  1.0197134E+06
 1.4937891E-01  1.0636116E+06
 1.5741518E-01  9.7101062E+05
 1.6545145E-01  8.9911294E+05
 1.7348772E-01  8.5490569E+05
 1.8152398E-01  8.0390662E+05
 1.8956025E-01  7.8708644E+05
 1.9759652E-01  7.6163525E+05
 2.0563278E-01  7.4050669E+05
 2.1366906E-01  7.2909825E+05
 2.2170532E-01  7.2038575E+05
 2.2974159E-01  7.2076862E+05
 2.3777786E-01  7.1751662E+05
 2.4581413E-01  7.1770712E+05
 2.5385040E-01  7.2204300E+05
 2.6188666E-01  7.1576419E+05
 2.6992291E-01  7.3526794E+05
 2.7795920E-01  7.5285912E+05
 2.8599548E-01  7.5286125E+05
 2.9403174E-01  7.5577444E+05
 3.0206800E-01  7.7577181E+05
 3.1010425E-01  7.9766856E+05
 3.1814054E-01  8.1117569E+05
 3.2617682E-01  8.3101900E+05
 3.3421308E-01  8.6306794E+05
 3.4224933E-01  8.9253412E+05
 3.5028559E-01  9.2445825E+05
 3.5832188E-01  9.6077581E+05
 3.6635816E-01  9.9903081E+05
 3.7439442E-01  1.0523422E+06
 3.8243067E-01  1.1059864E+06
 3.9046693E-01  1.1565586E+06
 3.9850324E-01  1.2027331E+06
 4.0653950E-01  1.2662119E+06
 4.1457576E-01  1.3341638E+06
 4.2261201E-01  1.3872215E+06
 4.3064827E-01  1.4433478E+06
 4.3868458E-01  1.5014511E+06
 4.4672084E-01  1.5568228E+06
 4.5475709E-01  1.5996569E+06
 4.6279335E-01  1.6348339E+06
 4.7082961E-01  1.6671542E+06
 4.7886592E-01  1.6903655E+06
 4.8690218E-01  1.7100455E+06
 4.9493843E-01  1.7291805E+06
 5.0297469E-01  1.7410255E+06
 5.1101094E-01  1.7341804E+06
 5.1904726E-01  1.7235071E+06
 5.2708352E-01  1.7223319E+06
 5.3511977E-01  1.7230700E+06
 5.4315603E-01  1.6964239E+06
 5.5119228E-01  1.6891836E+06
 5.5922860E-01  1.6847738E+06
 5.6726485E-01  1.6663562E+06
 5.7530111E-01  1.6517370E+06
 5.8333737E-01  1.6412892E+06
 5.9137362E-01  1.6385064E+06
 5.9940994E-01  1.6319326E+06
 6.0744619E-01  1.6226124E+06
 6.1548245E-01  1.6081666E+06
 6.2351871E-01  1.5970578E+06
 6.3155502E-01  1.5844932E+06
 6.3959128E-01  1.5904145E+06
 6.4762753E-01  1.5954429E+06
 6.5566379E-01  1.5875024E+06
 6.6370010E-01  1.5835184E+06
 6.7173636E-01  1.5809588E+06
 6.7977262E-01  1.5821371E+06
 6.8780887E-01  1.5799734E+06
 6.9584513E-01  1.5828130E+06
 7.0388144E-01  1.5868534E+06
 7.1191770E-01  1.5860906E+06
 7.1995395E-01  1.5992051E+06
 7.2799021E-01  1.6050770E+06
 7.3602647E-01  1.6144974E+06
 7.4406278E-01  1.6218879E+06
 7.5209904E-01  1.6256188E+06
 7.6013529E-01  1.6315229E+06
 7.6817155E-01  1.6382246E+06
 7.7620780E-01  1.6449811E+06
 7.8424412E-01  1.6605059E+06
 7.9228038E-01  1.6613535E+06
 8.0031663E-01  1.6723301E+06
 8.0835289E-01  1.6864150E+06
 8.1638914E-01  1.6941874E+06
 8.2442546E-01  1.7008702E+06
 8.3246171E-01  1.7095110E+06
 8.4049797E-01  1.7146179E+06
 8.4853423E-01  1.7262640E+06
 8.5657048E-01  1.7248194E+06
 8.6460680E-01  1.7387029E+06
 8.7264305E-01  1.7448286E+06
 8.8067931E-01  1.7444815E+06
 8.8871557E-01  1.7530715E+06
 8.9675182E-01  1.7477162E+06
 9.0478814E-01  1.7632119E+06
 9.1282439E-01  1.7694189E+06
 9.2086065E-01  1.7660558E+06
 9.2889690E-01  1.7717720E+06
 9.3693316E-01  1.7768556E+06
 9.4496948E-01  1.7721948E+06
 9.5300573E-01  1.7730232E+06
 9.6104199E-01  1.7733802E+06
 9.6907824E-01  1.7702719E+06
 9.7711450E-01  1.7652350E+06
 9.8515081E-01  1.7768969E+06
 9.9318707E-01  1.7823176E+06
 1.0012233E+00  1.7775450E+06
 1.0092596E+00  1.7617304E+06
 1.0172958E+00  1.7616075E+06
 1.0253321E+00  1.7677480E+06
 1.0333683E+00  1.7561676E+06
 1.0414046E+00  1.7455422E+06
 1.0494409E+00  1.7399586E+06
 1.0574771E+00  1.7304059E+06
 1.0655135E+00  1.7312958E+06
 1.0735497E+00  1.7199478E+06
 1.0815860E+00  1.7131171E+06
 1.0896223E+00  1.7113308E+06
 1.0976585E+00  1.7020522E+06
 1.1056948E+00  1.6968081E+06
 1.1137310E+00  1.6852808E+06
 1.1217673E+00  1.6830324E+06
 1.1298035E+00  1.6722401E+06
 1.1378398E+00  1.6650386E+06
 1.1458760E+00  1.6573710E+06
 1.1539123E+00  1.6520819E+06
 1.1619487E+00  1.6426790E+06
 1.1699849E+00  1.6406489E+06
 1.1780212E+00  1.6238624E+06
 1.1860574E+00  1.6149524E+06
 1.1940937E+00  1.6105844E+06
 1.2021300E+00  1.6007225E+06
 1.2101662E+00  1.5858328E+06
 1.2182025E+00  1.5751482E+06
 1.2262387E+00  1.5664151E+06
 1.2342750E+00  1.5546710E+06
 1.2423114E+00  1.5440518E+06
 1.2503476E+00  1.5453106E+06
 1.2583839E+00  1.5352274E+06
 1.2664201E+00  1.5322594E+06
 1.2744564E+00  1.5278910E+06
 1.2824926E+00  1.5128854E+06
 1.2905289E+00  1.5078021E+06
 1.2985651E+00  1.4949376E+06
 1.3066014E+00  1.4774632E+06
 1.3146377E+00  1.4644505E+06
 1.3226740E+00  1.4566944E+06
 1.3307103E+00  1.4416041E+06
 1.3387465E+00  1.4388708E+06
 1.3467828E+00  1.4260321E+06
 1.3548191E+00  1.4140065E+06
 1.3628553E+00  1.4036754E+06
 1.3708916E+00  1.3950131E+06
 1.3789278E+00  1.3899109E+06
 1.3869641E+00  1.3800128E+06
 1.3950003E+00  1.3672758E+06
 1.4030367E+00  1.3604338E+06
 1.4110730E+00  1.3451186E+06
 1.4191092E+00  1.3467509E+06
 1.4271455E+00  1.3394928E+06
 1.4351817E+00  1.3231934E+06
 1.4432180E+00  1.3197352E+06
 1.4512542E+00  1.3103194E+06
 1.4592905E+00  1.2927924E+06
 1.4673268E+00  1.2820619E+06
 1.4753631E+00  1.2710182E+06
 1.4833994E+00  1.2604515E+06
 1.4914356E+00  1.2596114E+06
 1.4994719E+00  1.2457061E+06
 1.5075082E+00  1.2341442E+06
 1.5155444E+00  1.2191274E+06
 1.5235807E+00  1.2088799E+06
 1.5316169E+00  1.2079035E+06
 1.5396532E+00  1.1991324E+06
 1.5476894E+00  1.1929582E+06
 1.5557258E+00  1.1805566E+06
 1.5637621E+00  1.1682156E+06
 1.5717983E+00  1.1593780E+06
 1.5798346E+00  1.1455266E+06
 1.5878708E+00  1.1360920E+06
 1.5959071E+00  1.1276258E+06
 1.6039433E+00  1.1160208E+06
 1.6119796E+00  1.1060576E+06
 1.6200159E+00  1.0986476E+06
 1.6280521E+00  1.0906535E+06
 1.6360885E+00  1.0821706E+06
 1.6441247E+00  1.0730321E+06
 1.6521610E+00  1.0596701E+06
 1.6601973E+00  1.0504146E+06
 1.6682335E+00  1.0487752E+06
