 1.3330637E-01  5.2596078E+04
 1.4134264E-01  2.1708371E+04
 1.4937891E-01  2.3295633E+04
 1.5741518E-01  2.0395256E+04
 1.6545145E-01  1.3788188E+04
 1.7348772E-01  1.5153413E+04
 1.8152398E-01  4.4109810E+03
 1.8956025E-01  1.9222191E+04
 1.9759652E-01  3.1736398E+04
 2.0563278E-01 -3.1476682E+03
 2.1366906E-01  5.1264343E+02
 2.2170532E-01  1.0798246E+04
 2.2974159E-01  1.0798253E+04
 2.3777786E-01 -9.6714580E+03
 2.4581413E-01 -2.9566096E+03
 2.5385040E-01  6.3676587E+03
 2.6188666E-01  5.4877847E+03
 2.6992291E-01 -2.1062456E+03
 2.7795920E-01 -1.0397353E+04
 2.8599548E-01  8.6013586E+02
 2.9403174E-01  2.0052088E+04
 3.0206800E-01  2.1105881E+04
 3.1010425E-01  1.2503465E+04
 3.1814054E-01  1.8199576E+04
 3.2617682E-01  1.5898084E+04
 3.3421308E-01 -1.3620054E+03
 3.4224933E-01  6.5829141E+03
 3.5028559E-01  1.3036157E+04
 3.5832188E-01  1.1332017E+04
 3.6635816E-01  2.0707674E+04
 3.7439442E-01  1.0443046E+04
 3.8243067E-01  1.1192609E+04
 3.9046693E-01  2.1572229E+04
 3.9850324E-01  1.5510905E+04
 4.0653950E-01  1.4086640E+04
 4.1457576E-01  1.7499475E+04
 4.2261201E-01  1.9120703E+04
 4.3064827E-01  1.6479025E+04
 4.3868458E-01  1.7195543E+04
 4.4672084E-01  2.3862896E+04
 4.5475709E-01  3.1122932E+04
 4.6279335E-01  2.8471357E+04
 4.7082961E-01  3.3486020E+04
 4.7886592E-01  4.0065164E+04
 4.8690218E-01  4.7116789E+04
 4.9493843E-01  4.2639562E+04
 5.0297469E-01  4.1968707E+04
 5.1101094E-01  4.4282332E+04
 5.1904726E-01  4.8840941E+04
 5.2708352E-01  5.3242691E+04
 5.3511977E-01  6.3456117E+04
 5.4315603E-01  5.5698449E+04
 5.5119228E-01  5.9717375E+04
 5.5922860E-01  7.5673156E+04
 5.6726485E-01  8.1858547E+04
 5.7530111E-01  8.3289719E+04
 5.8333737E-01  1.0151052E+05
 5.9137362E-01  1.0318477E+05
 5.9940994E-01  1.0489443E+05
 6.0744619E-01  1.1569212E+05
 6.1548245E-01  1.3150547E+05
 6.2351871E-01  1.3678597E+05
 6.3155502E-01  1.5324328E+05
 6.3959128E-01  1.5559783E+05
 6.4762753E-01  1.5736131E+05
 6.5566379E-01  1.7816627E+05
 6.6370010E-01  1.8000448E+05
 6.7173636E-01  1.8914889E+05
 6.7977262E-01  2.0964745E+05
 6.8780887E-01  2.2096678E+05
 6.9584513E-01  2.2514425E+05
 7.0388144E-01  2.3820102E+05
 7.1191770E-01  2.6247441E+05
 7.1995395E-01  2.6588906E+05
 7.2799021E-01  2.7792153E+05
 7.3602647E-01  2.9091344E+05
 7.4406278E-01  3.0686784E+05
 7.5209904E-01  3.3057500E+05
 7.6013529E-01  3.3027434E+05
 7.6817155E-01  3.4949534E+05
 7.7620780E-01  3.5923553E+05
 7.8424412E-01  3.6969378E+05
 7.9228038E-01  3.9299969E+05
 8.0031663E-01  3.9745106E+05
 8.0835289E-01  4.0962491E+05
 8.1638914E-01  4.2633400E+05
 8.2442546E-01  4.3535319E+05
 8.3246171E-01  4.4573184E+05
 8.4049797E-01  4.6059666E+05
 8.4853423E-01  4.7293434E+05
 8.5657048E-01  4.8568528E+05
 8.6460680E-01  4.8132838E+05
 8.7264305E-01  4.8988272E+05
 8.8067931E-01  4.9850641E+05
 8.8871557E-01  4.9802662E+05
 8.9675182E-01  5.0911069E+05
 9.0478814E-01  5.1882878E+05
 9.1282439E-01  5.2271319E+05
 9.2086065E-01  5.3216675E+05
 9.2889690E-01  5.4313706E+05
 9.3693316E-01  5.4749069E+05
 9.4496948E-01  5.4771131E+05
 9.5300573E-01  5.4797606E+05
 9.6104199E-01  5.5361056E+05
 9.6907824E-01  5.5249900E+05
 9.7711450E-01  5.6859812E+05
 9.8515081E-01  5.6363631E+05
