 1.3330637E-01  1.2661601E+06
 1.4134264E-01  1.1930106E+06
 1.4937891E-01  1.1855536E+06
 1.5741518E-01  1.0621086E+06
 1.6545145E-01  9.5530281E+05
 1.7348772E-01  8.9029300E+05
 1.8152398E-01  8.3266856E+05
 1.8956025E-01  7.9153756E+05
 1.9759652E-01  7.5035750E+05
 2.0563278E-01  7.1529538E+05
 2.1366906E-01  7.0413219E+05
 2.2170532E-01  6.7858581E+05
 2.2974159E-01  6.5876625E+05
 2.3777786E-01  6.5263800E+05
 2.4581413E-01  6.4536394E+05
 2.5385040E-01  6.2411150E+05
 2.6188666E-01  6.2341131E+05
 2.6992291E-01  6.1194531E+05
 2.7795920E-01  6.0442769E+05
 2.8599548E-01  6.0619106E+05
 2.9403174E-01  5.9104575E+05
 3.0206800E-01  5.8905144E+05
 3.1010425E-01  5.8991125E+05
 3.1814054E-01  5.9195475E+05
 3.2617682E-01  5.8809456E+05
 3.3421308E-01  5.8278594E+05
 3.4224933E-01  5.8175606E+05
 3.5028559E-01  5.8050094E+05
 3.5832188E-01  5.7260081E+05
 3.6635816E-01  5.8311625E+05
 3.7439442E-01  5.7794756E+05
 3.8243067E-01  5.6755744E+05
 3.9046693E-01  5.6403406E+05
 3.9850324E-01  5.6785494E+05
 4.0653950E-01  5.6904119E+05
 4.1457576E-01  5.6351012E+05
 4.2261201E-01  5.6515469E+05
 4.3064827E-01  5.6279450E+05
 4.3868458E-01  5.6570131E+05
 4.4672084E-01  5.5174281E+05
 4.5475709E-01  5.5803206E+05
 4.6279335E-01  5.6173262E+05
 4.7082961E-01  5.6281456E+05
 4.7886592E-01  5.6719656E+05
 4.8690218E-01  5.6291175E+05
 4.9493843E-01  5.6365075E+05
 5.0297469E-01  5.5905125E+05
 5.1101094E-01  5.5444644E+05
 5.1904726E-01  5.5742606E+05
 5.2708352E-01  5.5562794E+05
 5.3511977E-01  5.6249075E+05
 5.4315603E-01  5.5636862E+05
 5.5119228E-01  5.5140706E+05
 5.5922860E-01  5.5426400E+05
 5.6726485E-01  5.5345919E+05
 5.7530111E-01  5.5475156E+05
 5.8333737E-01  5.4996069E+05
 5.9137362E-01  5.4927881E+05
 5.9940994E-01  5.5240781E+05
 6.0744619E-01  5.5715656E+05
 6.1548245E-01  5.5722725E+05
 6.2351871E-01  5.5515312E+05
 6.3155502E-01  5.4801619E+05
 6.3959128E-01  5.5208844E+05
 6.4762753E-01  5.5595306E+05
 6.5566379E-01  5.5241956E+05
 6.6370010E-01  5.6225025E+05
 6.7173636E-01  5.5801794E+05
 6.7977262E-01  5.5603344E+05
 6.8780887E-01  5.6009612E+05
 6.9584513E-01  5.4850938E+05
 7.0388144E-01  5.4451700E+05
 7.1191770E-01  5.4968081E+05
 7.1995395E-01  5.5145944E+05
 7.2799021E-01  5.5085894E+05
 7.3602647E-01  5.4742750E+05
 7.4406278E-01  5.5551244E+05
 7.5209904E-01  5.5386594E+05
 7.6013529E-01  5.4940931E+05
 7.6817155E-01  5.5199456E+05
